second,avg_latency_ms_etcd3,throughput_etcd3,cumulative_throughput_etcd3,avg_cpu_etcd3,avg_memory_mb_etcd3,avg_latency_ms_zk,throughput_zk,cumulative_throughput_zk,avg_cpu_zk,avg_memory_mb_zk
727,4.916492,204,147798,20.67,185.89,4.521783,221,165561,10.88,286.43
728,4.942406,202,148000,20.67,186.02,4.434798,225,165786,10.88,286.87
729,4.945087,202,148202,20.67,186.52,4.343242,230,166016,10.87,286.87
730,5.270071,189,148391,20.68,187.66,4.248435,236,166252,10.87,286.87
731,5.230315,191,148582,20.68,188.11,4.353035,229,166481,10.87,286.87
732,5.085724,196,148778,20.69,188.65,4.346892,230,166711,10.87,286.87
733,4.862325,203,148981,20.69,188.77,4.481822,223,166934,10.87,287.04
734,4.926971,204,149185,20.69,188.91,4.554828,219,167153,10.87,287.04
735,5.055952,198,149383,20.69,188.91,4.645033,216,167369,10.87,287.04
736,5.059860,196,149579,20.69,189.06,4.547983,220,167589,10.87,286.78
737,4.986864,201,149780,20.69,189.42,4.623001,216,167805,10.87,286.78
738,4.886553,205,149985,20.69,189.42,4.470163,224,168029,10.87,286.91
739,4.818176,207,150192,20.69,189.42,4.377693,228,168257,10.87,286.91
740,4.909569,203,150395,20.70,189.42,4.527744,221,168478,10.87,286.91
741,5.054934,198,150593,20.70,189.42,4.439502,225,168703,10.87,286.91
742,4.863618,204,150797,20.70,189.59,4.375662,228,168931,10.86,286.91
743,4.800942,209,151006,20.71,190.39,4.428541,226,169157,10.86,286.91
744,4.873297,205,151211,20.71,190.52,4.697304,213,169370,10.86,287.42
745,5.027240,198,151409,20.71,190.52,4.609293,217,169587,10.86,287.42
746,4.715751,212,151621,20.71,190.52,4.477395,222,169809,10.86,288.10
747,4.918131,203,151824,20.71,190.90,4.426119,227,170036,10.86,288.10
748,5.036029,196,152020,20.72,191.01,4.503267,222,170258,10.86,288.95
749,4.865117,207,152227,20.72,191.23,4.493386,222,170480,10.86,288.95
750,4.855657,205,152432,20.72,191.23,4.391383,228,170708,10.86,288.95
751,4.841246,207,152639,20.72,191.23,4.370640,228,170936,10.85,288.95
752,5.162485,193,152832,20.72,191.23,4.619545,217,171153,10.85,288.95
753,4.902418,204,153036,20.72,191.38,4.576716,218,171371,10.85,288.95
754,5.093077,196,153232,20.72,191.38,4.350034,230,171601,10.85,288.95
755,4.759053,210,153442,20.73,191.59,4.423429,226,171827,10.85,289.64
756,4.930915,202,153644,20.73,191.71,4.343398,230,172057,10.85,290.15
757,4.869487,205,153849,20.73,191.81,4.446480,225,172282,10.85,290.15
758,5.230853,191,154040,20.74,191.81,4.298696,232,172514,10.85,290.15
759,5.031817,198,154238,20.74,191.81,4.486344,223,172737,10.85,290.15
760,5.063746,197,154435,20.74,191.81,4.441221,225,172962,10.84,290.15
761,4.821387,207,154642,20.74,192.01,4.616269,217,173179,10.84,290.15
762,4.789040,209,154851,20.74,192.01,4.557404,219,173398,10.84,290.15
763,4.704578,212,155063,20.74,192.01,4.463445,224,173622,10.84,290.15
764,4.850556,206,155269,20.74,192.01,4.516961,221,173843,10.84,290.15
765,4.664290,214,155483,20.75,192.93,4.545600,220,174063,10.84,290.49
766,4.575110,218,155701,20.75,192.93,4.525277,221,174284,10.84,290.49
767,4.952815,202,155903,20.76,193.74,4.518511,221,174505,10.84,290.66
768,4.849057,206,156109,20.76,193.74,4.453926,225,174730,10.84,290.66
769,5.144923,194,156303,20.76,193.74,4.326562,231,174961,10.84,290.74
770,4.829345,206,156509,20.76,193.92,4.396296,227,175188,10.84,291.59
771,4.716440,212,156721,20.75,194.09,4.408870,227,175415,10.84,291.59
772,4.873151,205,156926,20.75,194.09,4.418735,226,175641,10.83,291.59
773,5.096554,196,157122,20.75,194.09,4.363802,229,175870,10.84,291.60
774,4.919147,203,157325,20.75,194.28,4.441967,225,176095,10.84,292.29
775,4.943517,201,157526,20.75,194.28,4.390369,228,176323,10.84,292.29
776,5.079537,196,157722,20.75,194.52,4.421144,226,176549,10.84,292.29
777,4.783875,210,157932,20.76,195.85,4.518408,221,176770,10.84,292.29
778,5.124241,195,158127,20.76,196.37,4.527998,221,176991,10.84,292.80
779,4.987288,200,158327,20.76,196.91,4.478487,223,177214,10.84,292.80
780,4.964715,201,158528,20.77,197.13,4.619737,217,177431,10.84,292.80
781,4.960943,201,158729,20.77,197.34,4.615943,216,177647,10.83,292.80
782,4.954640,201,158930,20.77,197.34,4.528120,221,177868,10.83,292.80
783,4.994934,199,159129,20.77,197.34,4.573672,218,178086,10.83,292.80
784,4.759314,211,159340,20.77,198.06,4.602585,218,178304,10.83,293.48
785,4.953946,201,159541,20.77,198.16,4.695541,212,178516,10.83,293.48
786,4.936662,202,159743,20.77,198.24,4.693410,213,178729,10.83,293.48
787,4.829030,207,159950,20.78,198.55,4.660420,215,178944,10.83,293.48
788,5.117433,195,160145,20.77,198.55,4.687929,213,179157,10.83,293.48
789,4.728437,209,160354,20.78,199.00,4.654007,215,179372,10.83,294.17
790,4.875693,207,160561,20.78,199.25,4.622449,216,179588,10.83,294.17
791,4.766745,209,160770,20.78,199.49,4.496650,222,179810,10.85,296.08
792,4.740746,211,160981,20.78,199.62,4.589835,218,180028,10.85,296.78
793,4.880778,204,161185,20.78,199.74,4.643653,215,180243,10.85,296.74
794,4.711872,212,161397,20.78,199.89,4.741709,211,180454,10.85,296.74
795,4.682182,213,161610,20.79,200.16,4.758942,210,180664,10.85,295.83
796,4.687872,213,161823,20.79,200.34,4.703639,213,180877,10.84,295.83
797,4.830095,207,162030,20.79,200.44,4.644325,215,181092,10.84,295.83
798,4.639478,214,162244,20.79,200.44,4.554879,219,181311,10.84,295.83
799,4.800379,208,162452,20.79,200.56,4.511016,222,181533,10.84,295.83
800,4.566367,219,162671,20.79,200.56,4.502314,222,181755,10.84,296.17
801,4.948683,201,162872,20.79,200.96,4.490034,223,181978,10.84,296.17
802,4.774046,210,163082,20.79,201.08,4.494107,222,182200,10.84,296.17
803,4.952106,201,163283,20.80,201.20,4.403268,227,182427,10.84,296.17
804,4.829468,207,163490,20.80,201.20,4.646492,215,182642,10.84,296.85
805,4.954066,199,163689,20.80,201.20,4.645947,215,182857,10.84,296.85
806,4.929941,204,163893,20.80,201.20,4.636016,216,183073,10.84,296.85
807,4.863892,206,164099,20.80,201.47,4.742804,211,183284,10.84,296.85
808,4.743793,209,164308,20.80,201.60,4.583421,218,183502,10.84,296.85
809,4.829421,208,164516,20.80,201.60,4.545040,220,183722,10.83,296.85
810,4.680863,213,164729,20.80,201.60,4.430657,225,183947,10.83,296.85
811,4.829778,207,164936,20.80,201.60,4.464702,224,184171,10.83,297.54
812,4.963349,201,165137,20.80,201.77,4.711768,212,184383,10.83,297.71
813,4.893964,203,165340,20.80,201.92,4.593278,218,184601,10.83,297.71
814,5.067893,198,165538,20.82,202.23,4.592850,217,184818,10.84,298.05
815,5.132000,194,165732,20.82,202.35,4.563542,219,185037,10.84,298.05
816,5.168898,193,165925,20.82,202.48,4.553285,220,185257,10.84,298.05
817,4.990251,200,166125,20.82,202.48,4.524450,221,185478,10.84,298.05
818,5.284367,189,166314,20.82,202.48,4.592869,218,185696,10.84,298.05
819,5.007727,199,166513,20.82,202.48,4.720559,211,185907,10.84,298.05
820,5.080088,197,166710,20.82,202.48,4.715458,212,186119,10.84,298.05
821,4.994378,200,166910,20.82,202.48,4.710512,213,186332,10.84,298.05
822,4.849476,206,167116,20.82,202.48,4.491636,222,186554,10.84,298.74
823,5.077176,196,167312,20.82,202.48,4.480616,223,186777,10.84,298.74
824,4.953632,202,167514,20.83,203.36,4.572567,219,186996,10.85,299.42
825,4.857844,206,167720,20.83,203.36,4.622351,216,187212,10.84,299.42
826,4.988729,200,167920,20.83,203.93,4.524074,221,187433,10.85,299.42
827,4.717140,211,168131,20.83,205.09,4.587116,218,187651,10.85,299.42
828,4.894910,204,168335,20.83,205.54,4.767599,209,187860,10.85,299.42
829,4.924272,203,168538,20.84,205.88,4.622285,216,188076,10.85,299.42
830,4.710624,212,168750,20.84,205.88,4.613710,217,188293,10.85,299.42
831,4.834941,206,168956,20.83,206.02,4.567119,219,188512,10.85,299.42
832,4.845944,204,169160,20.83,206.30,4.602083,217,188729,10.85,299.42
833,4.813280,207,169367,20.83,206.66,4.805670,208,188937,10.86,300.62
834,5.052402,199,169566,20.84,207.27,4.805800,208,189145,10.86,301.30
835,5.074257,198,169764,20.84,207.27,4.688278,214,189359,10.86,301.30
836,5.159030,193,169957,20.84,207.27,4.708463,212,189571,10.86,301.30
837,4.888252,205,170162,20.83,207.37,4.634899,215,189786,10.86,301.30
838,4.927580,202,170364,20.83,207.37,4.726129,212,189998,10.86,301.30
839,4.783797,209,170573,20.83,207.63,4.594971,217,190215,10.86,301.30
840,5.041929,198,170771,20.84,207.83,4.714093,213,190428,10.86,301.30
841,4.938977,202,170973,20.84,208.08,4.642003,215,190643,10.86,301.30
842,5.154746,193,171166,20.84,208.08,4.494564,222,190865,10.86,301.30
843,4.825076,207,171373,20.84,208.08,4.690428,213,191078,10.86,301.30
844,4.943267,202,171575,20.85,208.08,4.635824,216,191294,10.86,301.98
845,4.919494,203,171778,20.85,208.08,4.587255,218,191512,10.86,301.98
846,5.136093,194,171972,20.85,208.08,4.588159,218,191730,10.86,301.98
847,4.758857,210,172182,20.85,208.30,4.776124,209,191939,10.86,301.98
848,4.766455,209,172391,20.85,208.30,4.798273,208,192147,10.86,301.98
849,4.912415,203,172594,20.84,208.42,4.664122,214,192361,10.86,301.98
850,4.749106,210,172804,20.85,208.73,4.621551,217,192578,10.87,301.98
851,4.917710,203,173007,20.85,208.73,4.779152,209,192787,10.87,301.98
852,4.849180,206,173213,20.85,208.88,4.650283,215,193002,10.87,301.98
853,4.763007,208,173421,20.85,209.00,4.670465,214,193216,10.87,301.98
854,4.832884,208,173629,20.86,209.27,4.450857,225,193441,10.87,302.84
855,5.009265,199,173828,20.86,209.53,4.532156,220,193661,10.87,302.84
856,5.283031,189,174017,20.85,209.53,4.529655,221,193882,10.87,303.52
857,4.879039,205,174222,20.86,209.53,4.523183,221,194103,10.87,303.52
858,5.199592,192,174414,20.85,209.63,4.400480,227,194330,10.87,303.52
859,4.937676,202,174616,20.85,209.63,4.495294,222,194552,10.87,303.52
860,5.199012,192,174808,20.85,209.63,4.600233,218,194770,10.87,303.52
861,4.961072,201,175009,20.85,209.77,4.585794,218,194988,10.87,303.52
862,5.007517,199,175208,20.85,209.77,4.520740,221,195209,10.87,303.52
863,5.148165,194,175402,20.85,209.77,4.625349,216,195425,10.87,303.52
864,4.819064,207,175609,20.85,210.29,4.629934,216,195641,10.87,304.21
865,4.983714,200,175809,20.86,210.61,4.650334,214,195855,10.87,304.21
866,5.027847,199,176008,20.86,210.61,4.657859,215,196070,10.86,304.21
867,4.997599,199,176207,20.87,211.02,4.558907,219,196289,10.87,304.90
868,4.790794,206,176413,20.87,211.02,4.594691,218,196507,10.87,304.90
869,4.868378,205,176618,20.86,211.31,4.785600,209,196716,10.87,304.90
870,4.853674,208,176826,20.86,211.31,4.610071,217,196933,10.86,304.90
871,5.069974,197,177023,20.86,211.31,4.634677,215,197148,10.86,304.90
872,5.158134,193,177216,20.86,211.31,4.761172,210,197358,10.89,306.59
873,4.928512,202,177418,20.86,211.31,4.717123,212,197570,10.89,309.55
874,4.991464,201,177619,20.85,211.73,4.782095,209,197779,10.89,309.55
875,4.861431,205,177824,20.86,212.86,4.582265,218,197997,10.89,309.55
876,4.971310,200,178024,20.86,213.04,4.753304,210,198207,10.89,312.28
877,5.157253,194,178218,20.86,213.14,4.623235,217,198424,10.89,312.28
878,4.934819,200,178418,20.86,213.14,4.816379,207,198631,10.89,312.28
879,5.065958,199,178617,20.86,213.76,4.715607,212,198843,10.90,312.28
880,5.145685,194,178811,20.86,213.92,4.644688,215,199058,10.89,312.28
881,4.839146,206,179017,20.87,214.71,4.581472,219,199277,10.89,312.28
882,4.868014,205,179222,20.86,215.04,4.442008,225,199502,10.98,317.11
883,4.981026,201,179423,20.86,215.04,4.668025,198,199700,10.97,317.11
884,4.829290,206,179629,20.86,215.17,6.546337,164,199864,10.97,317.11
885,5.045634,198,179827,20.87,215.64,4.783289,208,200072,10.97,317.11
886,4.848909,206,180033,20.87,215.64,4.716462,212,200284,10.96,317.11
887,4.807603,207,180240,20.87,215.64,4.720089,213,200497,11.03,322.74
888,4.787202,209,180449,20.87,215.86,6.112314,163,200660,11.02,322.74
889,4.695319,213,180662,20.86,216.38,4.844496,207,200867,11.02,322.74
890,4.936884,202,180864,20.86,216.38,4.738349,210,201077,11.02,322.74
891,5.009638,199,181063,20.86,216.50,4.623033,216,201293,11.02,322.74
892,4.874540,205,181268,20.87,216.75,4.533095,221,201514,11.01,322.74
893,4.807106,205,181473,20.87,216.75,4.434027,226,201740,11.06,330.55
894,4.822328,209,181682,20.87,216.75,4.539967,220,201960,11.09,331.30
895,5.124038,195,181877,20.88,216.75,4.897050,204,202164,11.08,331.30
896,4.828972,207,182084,20.88,216.88,4.707681,212,202376,11.08,331.30
897,4.887254,204,182288,20.88,216.99,4.601476,218,202594,11.08,331.30
898,4.940241,202,182490,20.88,216.99,4.600145,217,202811,11.07,331.30
899,4.966012,201,182691,20.88,217.12,4.675512,214,203025,11.07,331.30
900,4.749515,210,182901,20.88,217.12,4.503365,222,203247,11.07,331.30
901,4.925863,203,183104,20.88,217.36,4.568623,218,203465,11.07,331.30
902,4.780470,209,183313,20.88,217.62,4.637309,216,203681,11.07,331.30
903,4.886994,203,183516,20.88,217.62,4.411015,227,203908,11.07,331.45
904,4.769006,210,183726,20.88,217.62,4.439598,225,204133,11.06,331.45
905,4.764083,210,183936,20.89,217.73,4.349790,229,204362,11.06,331.45
906,4.744034,210,184146,20.89,217.85,4.410612,227,204589,11.06,331.46
907,4.878038,205,184351,20.90,218.43,4.433372,225,204814,11.06,331.46
908,4.922378,202,184553,20.90,218.43,4.423260,226,205040,11.06,331.46
909,4.808447,208,184761,20.89,218.58,4.445467,225,205265,11.06,331.46
910,4.748924,211,184972,20.89,218.58,4.393714,228,205493,11.06,331.46
911,4.953421,201,185173,20.89,219.46,4.419859,226,205719,11.06,331.46
912,4.720064,212,185385,20.89,219.46,4.508164,222,205941,11.06,331.46
913,4.847048,206,185591,20.89,219.58,4.416069,226,206167,11.06,330.98
914,4.810517,207,185798,20.89,219.73,4.371088,229,206396,11.06,330.98
915,4.741203,211,186009,20.89,219.73,4.435194,225,206621,11.06,330.98
916,4.726176,211,186220,20.89,220.05,4.430753,226,206847,11.05,330.98
917,4.743720,211,186431,20.89,220.14,4.420607,226,207073,11.06,330.85
918,4.909934,203,186634,20.89,220.59,4.575448,218,207291,11.06,330.88
919,4.687580,212,186846,20.89,220.59,4.479283,224,207515,11.06,330.88
920,4.684706,214,187060,20.89,220.59,4.373622,228,207743,11.06,330.88
921,4.802508,208,187268,20.89,220.84,4.534050,221,207964,11.06,330.88
922,5.041758,198,187466,20.89,220.84,4.466719,223,208187,11.06,330.88
923,5.018976,198,187664,20.89,221.09,4.639501,216,208403,11.06,330.88
924,4.884584,205,187869,20.89,221.30,4.694313,213,208616,11.06,330.88
925,4.756116,210,188079,20.89,221.30,4.690473,213,208829,11.06,330.88
926,4.934200,202,188281,20.89,221.86,4.707026,212,209041,11.06,330.88
927,4.875089,203,188484,20.89,222.01,4.707669,212,209253,11.06,330.88
928,5.124023,197,188681,20.89,222.16,4.581138,219,209472,11.06,330.88
929,5.083059,196,188877,20.89,222.30,4.519690,221,209693,11.06,330.88
930,4.903580,203,189080,20.89,222.80,4.646175,215,209908,11.06,330.88
931,5.107897,196,189276,20.89,222.91,4.646265,215,210123,11.06,330.88
932,4.997231,200,189476,20.89,223.47,4.827302,207,210330,11.06,330.88
933,5.124602,195,189671,20.89,223.66,4.836824,207,210537,11.06,330.71
934,5.026150,198,189869,20.89,223.66,4.880423,205,210742,11.06,330.71
935,5.197019,192,190061,20.90,224.60,4.643334,215,210957,11.06,330.71
936,5.128931,195,190256,20.90,224.60,4.746497,210,211167,11.06,330.71
937,5.000186,200,190456,20.91,224.60,4.665339,214,211381,11.07,330.37
938,4.915434,203,190659,20.91,225.00,4.755886,211,211592,11.06,330.37
939,5.331411,187,190846,20.91,225.12,4.551031,220,211812,11.06,330.37
940,4.910105,203,191049,20.91,225.21,4.635553,215,212027,11.06,330.37
941,5.057190,198,191247,20.91,225.51,4.727173,212,212239,11.06,330.37
942,4.688131,213,191460,20.91,225.51,4.640007,215,212454,11.06,330.37
943,4.901910,203,191663,20.90,225.51,4.734186,211,212665,11.06,330.37
944,4.855095,206,191869,20.90,225.51,4.718296,212,212877,11.06,330.37
945,4.961202,201,192070,20.90,225.62,4.847682,206,213083,11.06,330.37
946,5.002072,200,192270,20.91,225.72,4.836051,207,213290,11.06,330.37
947,4.932123,202,192472,20.91,225.84,4.709232,212,213502,11.06,330.37
948,4.911581,203,192675,20.92,226.59,4.693230,213,213715,11.06,330.37
949,5.135917,195,192870,20.92,226.59,4.842781,206,213921,11.06,330.37
950,5.115231,195,193065,20.92,226.65,4.656565,215,214136,11.06,330.37
951,5.080551,196,193261,20.92,226.84,4.622164,216,214352,11.06,330.37
952,4.834876,207,193468,20.92,226.99,4.599667,218,214570,11.06,330.37
953,4.830913,207,193675,20.92,226.99,4.782918,209,214779,11.06,329.85
954,4.898978,203,193878,20.92,227.15,4.783870,208,214987,11.06,330.54
955,4.929319,203,194081,20.92,227.40,4.563803,220,215207,11.06,330.54
956,4.797437,208,194289,20.92,227.40,4.476396,223,215430,11.06,330.54
957,4.916496,203,194492,20.92,227.56,4.412502,226,215656,11.06,330.54
958,4.946194,201,194693,20.92,228.05,4.532266,221,215877,11.06,330.54
959,5.021471,199,194892,20.92,228.05,4.531149,221,216098,11.06,330.54
960,5.380860,185,195077,20.92,228.83,4.512669,221,216319,11.06,330.54
961,5.109433,196,195273,20.92,228.83,4.493872,222,216541,11.06,330.54
962,5.396971,185,195458,20.92,228.83,4.403300,227,216768,11.06,330.54
963,4.936321,202,195660,20.93,229.19,4.473060,223,216991,11.06,330.54
964,4.855471,206,195866,20.93,229.19,4.469132,225,217216,11.06,330.54
965,5.000828,197,196063,20.93,229.19,4.537293,219,217435,11.06,330.54
966,4.943805,204,196267,20.93,229.53,4.684498,214,217649,11.05,330.54
967,4.919653,203,196470,20.93,229.53,4.556252,220,217869,11.06,330.19
968,4.795729,208,196678,20.93,229.53,4.577837,218,218087,11.05,330.19
969,4.772269,209,196887,20.93,229.53,4.589936,218,218305,11.05,330.19
970,4.728199,211,197098,20.93,229.69,4.539271,220,218525,11.05,330.19
971,4.610628,216,197314,20.93,229.69,4.507450,222,218747,11.05,331.05
972,4.871885,205,197519,20.93,229.69,4.549869,219,218966,11.05,331.73
973,4.755877,210,197729,20.93,230.12,4.677602,214,219180,11.05,331.73
974,5.089953,196,197925,20.93,230.76,4.595712,217,219397,11.06,331.73
975,4.798974,208,198133,20.94,230.99,4.583323,219,219616,11.05,331.73
976,5.102703,196,198329,20.94,231.08,4.540020,220,219836,11.05,331.73
977,4.714163,211,198540,20.94,231.60,4.533376,220,220056,11.05,332.19
978,4.797644,208,198748,20.94,231.75,4.493057,223,220279,11.05,332.19
979,4.995166,200,198948,20.94,231.75,4.547017,220,220499,11.05,332.19
980,4.910284,203,199151,20.94,232.50,4.537491,220,220719,11.05,332.19
981,4.914167,203,199354,20.95,232.75,4.575866,218,220937,11.05,332.53
982,4.956543,202,199556,20.95,232.75,4.542641,220,221157,11.05,332.53
983,4.964553,201,199757,20.95,232.97,4.664076,215,221372,11.05,332.53
984,4.814880,207,199964,20.95,232.97,4.750671,210,221582,11.06,333.30
985,4.751953,210,200174,20.95,233.08,4.656470,215,221797,11.08,334.66
986,4.855051,205,200379,20.95,233.37,4.782251,208,222005,11.08,334.66
987,4.976517,201,200580,20.95,233.47,4.681221,214,222219,11.08,334.66
988,5.007364,199,200779,20.95,233.65,4.792173,209,222428,11.08,333.87
989,4.921330,203,200982,20.95,233.77,4.832299,206,222634,11.07,333.87
990,4.784715,208,201190,20.95,233.77,4.819788,208,222842,11.08,334.56
991,4.783770,209,201399,20.96,234.13,4.701644,213,223055,11.08,334.73
992,5.147822,194,201593,20.96,234.24,4.748661,210,223265,11.08,334.73
993,4.964121,199,201792,20.96,234.34,4.754919,210,223475,11.07,334.73
994,5.212587,193,201985,20.96,234.34,4.754366,211,223686,11.07,334.73
995,5.068404,197,202182,20.96,234.47,4.628334,215,223901,11.07,334.73
996,5.130674,195,202377,20.96,234.60,4.838999,207,224108,11.07,334.73
997,4.957946,201,202578,20.97,234.60,4.685864,213,224321,11.07,334.39
998,4.966819,201,202779,20.97,234.60,4.637995,216,224537,11.07,334.39
999,4.877153,203,202982,20.96,234.60,4.666126,214,224751,11.07,334.39
1000,4.796795,209,203191,20.96,234.60,4.589197,218,224969,11.07,334.39
1001,4.827511,208,203399,20.96,234.60,4.648770,215,225184,11.07,334.39
1002,4.760943,209,203608,20.97,234.60,4.813177,208,225392,11.07,334.39
1003,4.969760,200,203808,20.97,235.16,4.783757,209,225601,11.07,334.39
1004,5.005497,200,204008,20.97,235.33,4.629041,216,225817,11.07,334.39
1005,5.050531,198,204206,20.97,236.11,4.709226,212,226029,11.07,334.39
1006,5.124336,195,204401,20.98,236.25,4.727373,211,226240,11.07,334.39
1007,5.056955,197,204598,20.98,236.25,4.789956,209,226449,11.08,335.07
1008,4.911951,202,204800,20.98,236.38,4.798115,208,226657,11.07,335.07
1009,4.923203,204,205004,20.98,237.03,4.766627,210,226867,11.07,335.75
1010,4.981345,200,205204,20.98,237.12,4.761175,210,227077,11.08,336.60
1011,5.028217,197,205401,20.98,237.47,4.574887,218,227295,11.08,336.60
1012,4.770128,210,205611,20.98,237.47,4.600824,218,227513,11.08,336.60
1013,4.889707,205,205816,20.97,237.64,4.660623,214,227727,11.07,336.60
1014,4.804015,208,206024,20.98,237.64,4.811140,208,227935,11.09,337.80
1015,4.705124,212,206236,20.98,237.64,4.809429,207,228142,11.10,337.80
1016,4.997332,200,206436,20.98,237.79,5.038307,199,228341,11.11,337.80
1017,4.833369,205,206641,20.98,237.93,4.731224,211,228552,11.11,337.80
1018,4.785923,210,206851,20.99,238.06,4.931221,203,228755,11.11,338.14
1019,4.830705,206,207057,20.99,238.31,4.681064,214,228969,11.11,338.14
1020,4.945924,202,207259,20.99,238.46,4.690052,213,229182,11.11,338.14
1021,5.010224,199,207458,21.00,238.91,4.790443,209,229391,11.11,338.14
1022,4.878750,204,207662,20.99,238.91,4.699518,212,229603,11.11,338.14
1023,4.853921,203,207865,20.99,239.24,4.655257,215,229818,11.11,338.14
1024,4.977396,203,208068,20.99,239.24,4.428987,226,230044,11.11,338.14
1025,4.999001,200,208268,21.00,239.95,4.587911,217,230261,11.11,338.14
1026,4.880315,205,208473,21.00,239.95,4.414565,227,230488,11.11,338.14
1027,5.036437,198,208671,21.00,240.30,4.632367,216,230704,11.11,338.82
1028,4.954100,201,208872,20.99,240.44,4.654329,215,230919,11.11,339.16
1029,4.884484,205,209077,20.99,240.44,4.598547,217,231136,11.11,339.16
1030,4.613497,216,209293,20.99,240.44,4.523921,221,231357,11.11,339.16
1031,4.845386,206,209499,20.99,240.54,4.519120,221,231578,11.11,339.16
1032,4.959804,201,209700,20.99,241.10,4.587796,218,231796,11.11,339.16
1033,5.153740,194,209894,21.00,242.06,4.530692,220,232016,11.11,339.16
1034,4.838027,206,210100,21.00,242.06,4.641731,216,232232,11.11,338.82
1035,4.894675,204,210304,21.00,243.10,4.674115,214,232446,11.11,338.82
1036,4.966667,201,210505,21.01,243.57,4.563882,219,232665,11.11,338.82
1037,5.172613,193,210698,21.01,243.57,4.522747,221,232886,11.11,338.82
1038,4.912394,203,210901,21.01,243.73,4.563067,219,233105,11.11,339.50
1039,5.023808,198,211099,21.01,244.01,4.339799,230,233335,11.11,339.50
1040,4.926421,203,211302,21.01,244.01,4.554122,219,233554,11.11,339.50
1041,5.036910,198,211500,21.00,244.01,4.385343,228,233782,11.11,339.50
1042,4.970503,201,211701,21.01,244.01,4.427368,226,234008,11.11,339.50
1043,4.904530,203,211904,21.00,244.08,4.538337,220,234228,11.11,339.50
1044,4.979134,201,212105,21.01,244.08,4.458298,225,234453,11.11,339.50
1045,4.936848,201,212306,21.00,244.08,4.641270,215,234668,11.11,340.18
1046,4.892387,205,212511,21.00,244.08,4.428814,226,234894,11.11,340.18
1047,4.778588,208,212719,21.01,244.46,4.414112,226,235120,11.10,340.52
1048,4.984868,201,212920,21.02,244.46,4.359083,229,235349,11.10,340.52
1049,4.879953,204,213124,21.02,244.74,4.381566,229,235578,11.10,340.52
1050,5.188933,193,213317,21.02,244.81,4.669801,214,235792,11.10,340.52
1051,4.928900,202,213519,21.02,244.81,4.624063,216,236008,11.10,341.38
1052,5.046701,198,213717,21.02,244.81,4.679144,213,236221,11.10,341.38
1053,4.914916,203,213920,21.02,244.81,4.686109,214,236435,11.10,341.38
1054,5.044739,198,214118,21.02,244.98,4.541931,220,236655,11.10,342.06
1055,5.334164,187,214305,21.02,244.98,4.549021,219,236874,11.10,342.06
1056,5.110138,195,214500,21.02,245.11,4.688824,213,237087,11.10,342.06
1057,5.156392,194,214694,21.02,245.36,4.782811,209,237296,11.10,342.74
1058,5.032251,198,214892,21.02,246.03,4.591868,218,237514,11.10,342.74
1059,4.902631,204,215096,21.03,246.41,4.464542,224,237738,11.10,342.74
1060,4.938833,200,215296,21.02,246.52,4.605978,217,237955,11.10,342.74
1061,4.992910,200,215496,21.02,246.69,4.800582,208,238163,11.10,342.74
1062,5.201441,193,215689,21.02,246.69,4.729223,212,238375,11.10,342.74
1063,5.228317,191,215880,21.03,246.69,4.617002,216,238591,11.10,343.08
1064,5.033582,198,216078,21.03,246.69,4.563614,219,238810,11.10,343.08
1065,5.277635,189,216267,21.03,246.83,4.697705,213,239023,11.10,343.08
1066,4.931801,203,216470,21.03,246.83,4.636343,216,239239,11.10,343.08
1067,4.879426,204,216674,21.03,246.99,4.696235,212,239451,11.10,343.08
1068,5.267865,189,216863,21.03,247.14,4.553885,220,239671,11.10,343.76
1069,5.378583,186,217049,21.03,247.14,4.668939,214,239885,11.11,343.93
1070,5.162123,192,217241,21.03,247.25,4.671603,214,240099,11.11,343.93
1071,5.220817,192,217433,21.03,247.84,4.743872,210,240309,11.11,343.93
1072,5.444152,183,217616,21.03,248.45,4.878317,205,240514,11.11,343.93
1073,5.492508,181,217797,21.03,248.45,4.854408,206,240720,11.11,343.93
1074,5.724714,174,217971,21.03,248.45,4.737477,211,240931,11.11,343.93
1075,5.522660,181,218152,21.03,248.75,4.710819,212,241143,11.11,343.93
1076,5.208048,191,218343,21.03,248.88,4.744015,211,241354,11.11,343.93
1077,5.304817,188,218531,21.03,248.88,4.819675,208,241562,11.11,344.60
1078,5.189174,192,218723,21.03,248.88,4.816116,206,241768,11.11,345.28
1079,4.869459,205,218928,21.03,249.64,4.573139,220,241988,11.11,345.28
1080,5.464545,183,219111,21.03,249.79,4.781823,209,242197,11.11,345.28
1081,5.424410,183,219294,21.03,249.90,4.657915,215,242412,11.11,345.96
1082,5.441143,183,219477,21.03,249.90,4.575956,218,242630,11.12,345.96
1083,5.379133,185,219662,21.04,250.66,4.571671,218,242848,11.12,345.96
1084,5.431128,184,219846,21.04,250.77,4.636121,216,243064,11.12,345.96
1085,5.270207,187,220033,21.04,250.86,4.617678,217,243281,11.12,345.96
1086,5.318262,189,220222,21.04,250.86,4.660310,214,243495,11.12,346.82
1087,5.402217,184,220406,21.04,251.10,4.556583,220,243715,11.12,346.82
1088,5.412647,185,220591,21.04,251.20,4.680351,212,243927,11.12,346.47
