second,avg_latency_ms_consul_v0.6.4,throughput_consul_v0.6.4,cumulative_throughput_consul_v0.6.4,avg_cpu_consul_v0.6.4,avg_memory_mb_consul_v0.6.4,avg_latency_ms_etcd_v2,throughput_etcd_v2,cumulative_throughput_etcd_v2,avg_cpu_etcd_v2,avg_memory_mb_etcd_v2,avg_latency_ms_etcd_v3,throughput_etcd_v3,cumulative_throughput_etcd_v3,avg_cpu_etcd_v3,avg_memory_mb_etcd_v3,avg_latency_ms_zookeeper_v3.4.8,throughput_zookeeper_v3.4.8,cumulative_throughput_zookeeper_v3.4.8,avg_cpu_zookeeper_v3.4.8,avg_memory_mb_zookeeper_v3.4.8
567,2483.244720,389,1497874,96.70,3762.78,,,,,,,,,,,,,,,
568,2476.301896,371,1498245,96.56,3762.78,,,,,,,,,,,,,,,
569,2615.176322,307,1498552,96.42,3762.78,,,,,,,,,,,,,,,
570,2617.768825,454,1499006,96.42,3763.13,,,,,,,,,,,,,,,
571,2545.179858,480,1499486,96.29,3763.13,,,,,,,,,,,,,,,
572,2407.296937,365,1499851,96.15,3763.13,,,,,,,,,,,,,,,
573,2508.932764,329,1500180,96.01,3763.13,,,,,,,,,,,,,,,
574,2619.429781,438,1500618,95.86,3763.13,,,,,,,,,,,,,,,
575,2651.164449,364,1500982,95.85,3763.13,,,,,,,,,,,,,,,
576,2772.747741,393,1501375,95.87,3765.37,,,,,,,,,,,,,,,
577,2567.220193,376,1501751,95.73,3765.37,,,,,,,,,,,,,,,
578,2411.182575,427,1502178,95.59,3765.37,,,,,,,,,,,,,,,
579,2574.834030,326,1502504,95.46,3765.37,,,,,,,,,,,,,,,
580,2585.111548,415,1502919,95.31,3765.37,,,,,,,,,,,,,,,
581,2554.657564,327,1503246,95.36,3765.37,,,,,,,,,,,,,,,
582,2483.026710,388,1503634,95.28,3765.37,,,,,,,,,,,,,,,
583,2503.722273,479,1504113,95.31,3765.37,,,,,,,,,,,,,,,
584,2412.132282,501,1504614,95.24,3765.37,,,,,,,,,,,,,,,
585,2375.185957,421,1505035,95.16,3765.37,,,,,,,,,,,,,,,
586,2458.176320,278,1505313,95.11,3765.37,,,,,,,,,,,,,,,
587,2636.181761,435,1505748,95.05,3765.63,,,,,,,,,,,,,,,
588,2649.701828,365,1506113,95.22,3765.89,,,,,,,,,,,,,,,
589,2703.156084,329,1506442,95.17,3765.89,,,,,,,,,,,,,,,
590,2679.023499,401,1506843,95.06,3765.89,,,,,,,,,,,,,,,
591,2773.679374,336,1507179,94.93,3765.89,,,,,,,,,,,,,,,
592,2829.495992,285,1507464,94.85,3765.89,,,,,,,,,,,,,,,
593,2832.850431,445,1507909,94.80,3684.99,,,,,,,,,,,,,,,
594,2777.758276,271,1508180,94.67,3615.29,,,,,,,,,,,,,,,
595,2851.085161,352,1508532,94.53,3615.29,,,,,,,,,,,,,,,
596,2912.661869,442,1508974,94.44,3633.02,,,,,,,,,,,,,,,
597,2948.562301,274,1509248,94.40,3636.97,,,,,,,,,,,,,,,
598,2819.944339,362,1509610,94.32,3636.97,,,,,,,,,,,,,,,
599,2734.392442,432,1510042,94.31,3636.97,,,,,,,,,,,,,,,
600,2616.957285,309,1510351,94.36,3642.11,,,,,,,,,,,,,,,
601,2714.026643,439,1510790,94.38,3642.11,,,,,,,,,,,,,,,
602,2748.185252,382,1511172,94.29,3642.11,,,,,,,,,,,,,,,
603,2692.514071,311,1511483,94.21,3642.11,,,,,,,,,,,,,,,
604,2694.213271,374,1511857,94.12,3642.11,,,,,,,,,,,,,,,
605,2637.270431,381,1512238,94.05,3646.89,,,,,,,,,,,,,,,
606,2710.311563,423,1512661,93.98,3670.41,,,,,,,,,,,,,,,
607,2760.444850,261,1512922,94.01,3692.06,,,,,,,,,,,,,,,
608,2746.935486,381,1513303,94.04,3692.68,,,,,,,,,,,,,,,
609,2642.511011,425,1513728,93.91,3692.68,,,,,,,,,,,,,,,
610,2675.262710,379,1514107,93.78,3692.68,,,,,,,,,,,,,,,
611,2731.608349,196,1514303,93.79,3696.18,,,,,,,,,,,,,,,
612,3398.529391,2,1514305,93.65,3696.18,,,,,,,,,,,,,,,
613,0.000000,0,1514305,93.50,3696.18,,,,,,,,,,,,,,,
614,5924.648319,64,1514369,93.36,3696.18,,,,,,,,,,,,,,,
615,0.000000,0,1514369,93.22,3696.18,,,,,,,,,,,,,,,
616,0.000000,0,1514369,93.07,3696.18,,,,,,,,,,,,,,,
617,8954.118873,1,1514370,92.92,3696.18,,,,,,,,,,,,,,,
618,0.000000,0,1514370,92.76,3696.18,,,,,,,,,,,,,,,
619,10005.924057,294,1514664,92.69,3709.50,,,,,,,,,,,,,,,
620,10154.419997,324,1514988,92.64,3711.04,,,,,,,,,,,,,,,
621,10411.822970,315,1515303,92.56,3711.04,,,,,,,,,,,,,,,
622,5646.671279,130,1515433,92.47,3711.04,,,,,,,,,,,,,,,
623,4081.655626,230,1515663,92.45,3711.04,,,,,,,,,,,,,,,
624,4372.005231,132,1515795,92.48,3711.04,,,,,,,,,,,,,,,
625,4621.619157,259,1516054,92.40,3711.04,,,,,,,,,,,,,,,
626,4754.658754,250,1516304,92.32,3711.04,,,,,,,,,,,,,,,
627,5085.489856,70,1516374,92.24,3711.04,,,,,,,,,,,,,,,
628,5515.586412,174,1516548,92.16,3711.04,,,,,,,,,,,,,,,
629,5800.287674,116,1516664,92.17,3711.04,,,,,,,,,,,,,,,
630,6038.067794,131,1516795,92.03,3711.04,,,,,,,,,,,,,,,
631,6322.118759,128,1516923,92.04,3711.04,,,,,,,,,,,,,,,
632,7109.720847,1,1516924,91.90,3711.04,,,,,,,,,,,,,,,
633,0.000000,0,1516924,91.77,3711.04,,,,,,,,,,,,,,,
634,8473.483216,1,1516925,91.63,3711.04,,,,,,,,,,,,,,,
635,0.000000,0,1516925,91.49,3711.04,,,,,,,,,,,,,,,
636,10922.663697,173,1517098,91.40,3711.04,,,,,,,,,,,,,,,
637,8834.147113,767,1517865,91.35,3711.04,,,,,,,,,,,,,,,
638,2316.767936,425,1518290,91.23,3711.04,,,,,,,,,,,,,,,
639,2093.022063,383,1518673,91.12,3729.27,,,,,,,,,,,,,,,
640,2508.076709,316,1518989,91.10,3746.52,,,,,,,,,,,,,,,
641,3050.579093,175,1519164,90.98,3746.52,,,,,,,,,,,,,,,
642,3294.002183,320,1519484,90.86,3746.52,,,,,,,,,,,,,,,
643,3660.289284,254,1519738,90.73,3746.52,,,,,,,,,,,,,,,
644,3999.731905,190,1519928,90.61,3746.52,,,,,,,,,,,,,,,
645,3940.926981,301,1520229,90.47,3746.52,,,,,,,,,,,,,,,
646,3686.709659,318,1520547,90.35,3746.52,,,,,,,,,,,,,,,
647,3352.431056,379,1520926,90.34,3746.52,,,,,,,,,,,,,,,
648,2968.149255,303,1521229,90.22,3746.52,,,,,,,,,,,,,,,
649,2901.762127,478,1521707,90.12,3746.52,,,,,,,,,,,,,,,
650,2685.397996,332,1522039,90.13,3746.52,,,,,,,,,,,,,,,
651,0.000000,0,1522039,90.02,3746.52,,,,,,,,,,,,,,,
652,3227.618420,642,1522681,89.90,3746.52,,,,,,,,,,,,,,,
653,0.000000,0,1522681,89.76,3746.52,,,,,,,,,,,,,,,
654,3819.076664,358,1523039,89.65,3746.52,,,,,,,,,,,,,,,
655,0.000000,0,1523039,89.52,3746.52,,,,,,,,,,,,,,,
656,4126.694749,65,1523104,89.39,3746.52,,,,,,,,,,,,,,,
657,0.000000,0,1523104,89.26,3746.52,,,,,,,,,,,,,,,
658,0.000000,0,1523104,89.13,3746.52,,,,,,,,,,,,,,,
659,0.000000,0,1523104,89.00,3746.52,,,,,,,,,,,,,,,
660,0.000000,0,1523104,88.87,3746.52,,,,,,,,,,,,,,,
661,0.000000,0,1523104,88.74,3746.52,,,,,,,,,,,,,,,
662,0.000000,0,1523104,88.62,3746.52,,,,,,,,,,,,,,,
663,0.000000,0,1523104,88.64,3746.52,,,,,,,,,,,,,,,
664,0.000000,0,1523104,88.53,3746.52,,,,,,,,,,,,,,,
665,12761.861272,195,1523299,88.41,3746.52,,,,,,,,,,,,,,,
666,0.000000,0,1523299,88.29,3746.52,,,,,,,,,,,,,,,
667,0.000000,0,1523299,88.16,3746.52,,,,,,,,,,,,,,,
668,0.000000,0,1523299,88.04,3746.52,,,,,,,,,,,,,,,
669,16538.030344,65,1523364,87.91,3746.52,,,,,,,,,,,,,,,
670,0.000000,0,1523364,87.79,3746.52,,,,,,,,,,,,,,,
671,0.000000,0,1523364,87.66,3746.52,,,,,,,,,,,,,,,
672,20230.162391,325,1523689,87.53,3746.52,,,,,,,,,,,,,,,
673,19040.910392,325,1524014,87.44,3746.52,,,,,,,,,,,,,,,
674,6626.489256,648,1524662,87.56,3746.52,,,,,,,,,,,,,,,
675,1708.876852,649,1525311,87.47,3746.52,,,,,,,,,,,,,,,
676,1603.665680,649,1525960,87.36,3746.52,,,,,,,,,,,,,,,
677,1979.036280,520,1526480,87.26,3746.52,,,,,,,,,,,,,,,
678,1801.829791,520,1527000,87.16,3746.52,,,,,,,,,,,,,,,
679,1430.680227,390,1527390,87.06,3746.52,,,,,,,,,,,,,,,
680,1849.190617,778,1528168,86.96,3746.52,,,,,,,,,,,,,,,
681,1653.661909,455,1528623,87.09,3746.52,,,,,,,,,,,,,,,
682,1843.834452,845,1529468,87.02,3746.52,,,,,,,,,,,,,,,
683,1617.691932,521,1529989,86.92,3746.52,,,,,,,,,,,,,,,
684,1594.361254,520,1530509,86.82,3746.52,,,,,,,,,,,,,,,
685,1915.409559,520,1531029,86.73,3746.52,,,,,,,,,,,,,,,
686,1765.301010,585,1531614,86.74,3746.52,,,,,,,,,,,,,,,
687,1631.619348,650,1532264,86.64,3746.52,,,,,,,,,,,,,,,
688,1893.957831,520,1532784,86.54,3746.88,,,,,,,,,,,,,,,
689,1738.116603,325,1533109,86.55,3746.88,,,,,,,,,,,,,,,
690,1726.462332,715,1533824,86.46,3746.88,,,,,,,,,,,,,,,
691,1845.813426,585,1534409,86.35,3746.88,,,,,,,,,,,,,,,
692,1849.418477,260,1534669,86.38,3746.88,,,,,,,,,,,,,,,
693,1769.596734,1039,1535708,86.29,3746.88,,,,,,,,,,,,,,,
694,1472.185436,585,1536293,86.19,3746.88,,,,,,,,,,,,,,,
695,1729.375049,520,1536813,86.10,3746.88,,,,,,,,,,,,,,,
696,1730.219747,455,1537268,86.10,3746.88,,,,,,,,,,,,,,,
697,1980.227444,715,1537983,86.11,3746.88,,,,,,,,,,,,,,,
698,1564.031850,390,1538373,86.03,3746.88,,,,,,,,,,,,,,,
699,1697.828616,714,1539087,85.93,3746.88,,,,,,,,,,,,,,,
700,1624.123122,650,1539737,85.84,3746.88,,,,,,,,,,,,,,,
701,1716.725940,520,1540257,85.74,3746.88,,,,,,,,,,,,,,,
702,1885.617998,488,1540745,85.64,3746.88,,,,,,,,,,,,,,,
703,1800.037972,487,1541232,85.70,3746.88,,,,,,,,,,,,,,,
704,1855.165761,780,1542012,85.69,3746.88,,,,,,,,,,,,,,,
705,1433.924636,585,1542597,85.60,3746.88,,,,,,,,,,,,,,,
706,1800.699773,584,1543181,85.50,3746.88,,,,,,,,,,,,,,,
707,1853.296566,389,1543570,85.41,3746.88,,,,,,,,,,,,,,,
708,1716.202980,781,1544351,85.37,3746.88,,,,,,,,,,,,,,,
709,1684.527328,532,1544883,85.35,3746.88,,,,,,,,,,,,,,,
710,1521.629260,313,1545196,85.26,3746.88,,,,,,,,,,,,,,,
711,1776.659157,845,1546041,85.27,3746.88,,,,,,,,,,,,,,,
712,1563.963234,325,1546366,85.18,3746.88,,,,,,,,,,,,,,,
713,1835.666647,845,1547211,85.09,3746.88,,,,,,,,,,,,,,,
714,1678.796257,585,1547796,85.02,3746.88,,,,,,,,,,,,,,,
715,1716.111593,585,1548381,85.03,3746.88,,,,,,,,,,,,,,,
716,1650.820358,585,1548966,84.94,3746.88,,,,,,,,,,,,,,,
717,1745.805685,584,1549550,84.85,3746.88,,,,,,,,,,,,,,,
718,1677.370822,64,1549614,84.82,3746.88,,,,,,,,,,,,,,,
719,2204.360986,780,1550394,84.76,3746.88,,,,,,,,,,,,,,,
720,1991.846450,454,1550848,84.79,3746.88,,,,,,,,,,,,,,,
721,2462.364020,325,1551173,84.69,3746.88,,,,,,,,,,,,,,,
722,2454.282904,455,1551628,84.60,3746.88,,,,,,,,,,,,,,,
723,2219.183896,453,1552081,84.51,3746.88,,,,,,,,,,,,,,,
724,2202.915827,416,1552497,84.41,3746.88,,,,,,,,,,,,,,,
725,2414.155489,454,1552951,84.32,3746.88,,,,,,,,,,,,,,,
726,2407.843811,392,1553343,84.34,3746.88,,,,,,,,,,,,,,,
727,2444.317775,350,1553693,84.26,3746.88,,,,,,,,,,,,,,,
728,2459.687210,453,1554146,84.17,3746.88,,,,,,,,,,,,,,,
729,2553.262939,351,1554497,84.18,3746.88,,,,,,,,,,,,,,,
730,2554.663302,329,1554826,84.08,3746.88,,,,,,,,,,,,,,,
731,2723.465514,385,1555211,84.11,3746.88,,,,,,,,,,,,,,,
732,2730.812580,354,1555565,84.02,3746.88,,,,,,,,,,,,,,,
733,2682.747538,342,1555907,83.93,3746.88,,,,,,,,,,,,,,,
734,2764.641744,370,1556277,83.84,3746.88,,,,,,,,,,,,,,,
735,2702.023960,436,1556713,83.74,3746.88,,,,,,,,,,,,,,,
736,2671.174325,390,1557103,83.65,3746.88,,,,,,,,,,,,,,,
737,2773.202798,368,1557471,83.56,3746.88,,,,,,,,,,,,,,,
738,2812.013651,287,1557758,83.59,3746.88,,,,,,,,,,,,,,,
739,2773.460295,409,1558167,83.60,3746.88,,,,,,,,,,,,,,,
740,2824.671692,369,1558536,83.51,3746.88,,,,,,,,,,,,,,,
741,2810.012593,354,1558890,83.42,3746.88,,,,,,,,,,,,,,,
742,2879.566927,344,1559234,83.38,3746.15,,,,,,,,,,,,,,,
743,2774.583210,395,1559629,83.36,3746.15,,,,,,,,,,,,,,,
744,2686.233303,329,1559958,83.27,3745.77,,,,,,,,,,,,,,,
745,2826.510748,320,1560278,83.17,3745.77,,,,,,,,,,,,,,,
746,2748.392790,417,1560695,83.08,3745.77,,,,,,,,,,,,,,,
747,2773.516711,298,1560993,82.99,3745.77,,,,,,,,,,,,,,,
748,2757.973058,306,1561299,82.90,3745.77,,,,,,,,,,,,,,,
749,2772.521683,460,1561759,82.85,3745.77,,,,,,,,,,,,,,,
750,2708.539035,332,1562091,82.95,3745.77,,,,,,,,,,,,,,,
751,2757.620652,367,1562458,82.86,3745.77,,,,,,,,,,,,,,,
752,2875.292575,375,1562833,82.77,3745.77,,,,,,,,,,,,,,,
753,2720.706251,387,1563220,82.68,3745.77,,,,,,,,,,,,,,,
754,2739.536405,318,1563538,82.70,3745.77,,,,,,,,,,,,,,,
755,2769.608382,425,1563963,82.61,3745.77,,,,,,,,,,,,,,,
756,2636.189473,387,1564350,82.52,3745.77,,,,,,,,,,,,,,,
757,2516.282188,317,1564667,82.44,3745.77,,,,,,,,,,,,,,,
758,2730.698194,418,1565085,82.34,3745.77,,,,,,,,,,,,,,,
759,2742.144022,372,1565457,82.26,3745.77,,,,,,,,,,,,,,,
760,2711.667443,275,1565732,82.27,3745.77,,,,,,,,,,,,,,,
761,2898.009892,363,1566095,82.18,3745.77,,,,,,,,,,,,,,,
762,2804.613944,427,1566522,82.21,3745.77,,,,,,,,,,,,,,,
763,2811.537809,304,1566826,82.12,3745.77,,,,,,,,,,,,,,,
764,2702.744043,335,1567161,82.05,3745.77,,,,,,,,,,,,,,,
765,2726.385629,429,1567590,82.00,3745.77,,,,,,,,,,,,,,,
766,2656.718256,365,1567955,82.06,3745.77,,,,,,,,,,,,,,,
767,2696.375828,383,1568338,82.05,3745.77,,,,,,,,,,,,,,,
768,2761.150708,320,1568658,82.12,3745.77,,,,,,,,,,,,,,,
769,2755.210027,427,1569085,82.12,3745.77,,,,,,,,,,,,,,,
770,2816.948226,395,1569480,82.14,3745.77,,,,,,,,,,,,,,,
771,2765.708705,308,1569788,82.22,3745.77,,,,,,,,,,,,,,,
772,2799.424773,362,1570150,82.22,3745.77,,,,,,,,,,,,,,,
773,2717.435932,395,1570545,82.30,3745.94,,,,,,,,,,,,,,,
774,2846.819629,244,1570789,82.29,3745.94,,,,,,,,,,,,,,,
775,2852.240636,426,1571215,82.24,3748.55,,,,,,,,,,,,,,,
776,2908.293496,331,1571546,82.18,3762.97,,,,,,,,,,,,,,,
777,3061.532912,312,1571858,82.22,3763.76,,,,,,,,,,,,,,,
778,2841.712715,358,1572216,82.24,3763.76,,,,,,,,,,,,,,,
779,2800.473563,330,1572546,82.16,3763.76,,,,,,,,,,,,,,,
780,2670.686879,373,1572919,82.10,3763.76,,,,,,,,,,,,,,,
781,2772.753226,407,1573326,82.05,3763.76,,,,,,,,,,,,,,,
782,2785.681703,350,1573676,82.01,3783.44,,,,,,,,,,,,,,,
783,2778.258226,307,1573983,82.07,3802.51,,,,,,,,,,,,,,,
784,2881.053920,335,1574318,82.03,3802.51,,,,,,,,,,,,,,,
785,2840.646746,359,1574677,82.11,3804.89,,,,,,,,,,,,,,,
786,2803.471511,478,1575155,82.07,3804.89,,,,,,,,,,,,,,,
787,2652.986533,257,1575412,82.03,3804.89,,,,,,,,,,,,,,,
788,2711.993064,399,1575811,82.00,3804.89,,,,,,,,,,,,,,,
789,2862.424997,330,1576141,82.05,3805.06,,,,,,,,,,,,,,,
790,2914.917211,379,1576520,81.97,3805.06,,,,,,,,,,,,,,,
791,2935.013203,288,1576808,81.88,3805.06,,,,,,,,,,,,,,,
792,3021.562329,306,1577114,81.80,3805.06,,,,,,,,,,,,,,,
793,3102.007998,282,1577396,81.83,3805.06,,,,,,,,,,,,,,,
794,3179.190163,348,1577744,81.76,3805.06,,,,,,,,,,,,,,,
795,2956.002933,440,1578184,81.76,3805.06,,,,,,,,,,,,,,,
796,2881.409507,87,1578271,81.67,3805.06,,,,,,,,,,,,,,,
797,3702.601499,17,1578288,81.57,3805.06,,,,,,,,,,,,,,,
798,4848.546858,2,1578290,81.47,3805.06,,,,,,,,,,,,,,,
799,0.000000,0,1578290,81.37,3805.06,,,,,,,,,,,,,,,
800,0.000000,0,1578290,81.28,3805.06,,,,,,,,,,,,,,,
801,7355.949322,64,1578354,81.19,3805.06,,,,,,,,,,,,,,,
802,0.000000,0,1578354,81.09,3805.06,,,,,,,,,,,,,,,
803,9740.297882,1,1578355,80.99,3805.06,,,,,,,,,,,,,,,
804,0.000000,0,1578355,80.89,3805.06,,,,,,,,,,,,,,,
805,11719.634070,35,1578390,80.93,3820.68,,,,,,,,,,,,,,,
806,0.000000,0,1578390,80.85,3820.68,,,,,,,,,,,,,,,
807,0.000000,0,1578390,80.75,3820.68,,,,,,,,,,,,,,,
808,13248.526081,966,1579356,80.66,3820.68,,,,,,,,,,,,,,,
809,0.000000,0,1579356,80.57,3820.68,,,,,,,,,,,,,,,
810,0.000000,0,1579356,80.47,3820.68,,,,,,,,,,,,,,,
811,0.000000,0,1579356,80.37,3820.68,,,,,,,,,,,,,,,
812,0.000000,0,1579356,80.27,3820.68,,,,,,,,,,,,,,,
813,0.000000,0,1579356,80.17,3820.68,,,,,,,,,,,,,,,
814,0.000000,0,1579356,80.08,3820.68,,,,,,,,,,,,,,,
815,0.000000,0,1579356,79.97,3820.68,,,,,,,,,,,,,,,
816,0.000000,0,1579356,79.89,3820.68,,,,,,,,,,,,,,,
817,0.000000,0,1579356,79.81,3820.68,,,,,,,,,,,,,,,
818,11429.671123,65,1579421,79.72,3820.68,,,,,,,,,,,,,,,
819,10210.321069,64,1579485,79.63,3820.68,,,,,,,,,,,,,,,
820,0.000000,0,1579485,79.54,3820.68,,,,,,,,,,,,,,,
821,12683.431397,261,1579746,79.46,3820.68,,,,,,,,,,,,,,,
822,13690.722442,455,1580201,79.38,3820.68,,,,,,,,,,,,,,,
823,8695.161823,349,1580550,79.41,3820.85,,,,,,,,,,,,,,,
824,2867.511768,262,1580812,79.32,3820.85,,,,,,,,,,,,,,,
825,2932.336321,418,1581230,79.26,3820.85,,,,,,,,,,,,,,,
826,2887.116564,320,1581550,79.25,3820.85,,,,,,,,,,,,,,,
827,2709.418953,328,1581878,79.17,3820.85,,,,,,,,,,,,,,,
828,2689.136696,517,1582395,79.09,3820.85,,,,,,,,,,,,,,,
829,2585.006049,350,1582745,79.01,3820.85,,,,,,,,,,,,,,,
830,2624.717045,374,1583119,78.92,3820.85,,,,,,,,,,,,,,,
831,2796.789905,340,1583459,78.84,3820.85,,,,,,,,,,,,,,,
832,2829.847383,351,1583810,78.77,3820.85,,,,,,,,,,,,,,,
833,2901.442257,244,1584054,78.69,3820.85,,,,,,,,,,,,,,,
834,3066.422323,376,1584430,78.63,3820.85,,,,,,,,,,,,,,,
835,3083.851935,321,1584751,78.64,3820.85,,,,,,,,,,,,,,,
836,3051.222676,261,1585012,78.65,3820.85,,,,,,,,,,,,,,,
837,3026.443744,355,1585367,78.58,3820.85,,,,,,,,,,,,,,,
838,3149.636729,288,1585655,78.61,3820.85,,,,,,,,,,,,,,,
839,3165.145380,357,1586012,78.53,3820.94,,,,,,,,,,,,,,,
840,3173.914298,290,1586302,78.46,3820.94,,,,,,,,,,,,,,,
841,2874.897527,483,1586785,78.38,3820.94,,,,,,,,,,,,,,,
842,2795.787050,294,1587079,78.31,3820.94,,,,,,,,,,,,,,,
843,2775.955686,352,1587431,78.23,3820.94,,,,,,,,,,,,,,,
844,2759.116149,421,1587852,78.16,3820.94,,,,,,,,,,,,,,,
845,2764.599901,297,1588149,78.09,3820.94,,,,,,,,,,,,,,,
846,2768.892350,333,1588482,78.03,3820.94,,,,,,,,,,,,,,,
847,2910.062140,372,1588854,78.13,3820.94,,,,,,,,,,,,,,,
848,2817.445327,398,1589252,78.06,3820.94,,,,,,,,,,,,,,,
849,2728.282199,404,1589656,78.09,3820.94,,,,,,,,,,,,,,,
850,2826.605419,294,1589950,78.01,3820.94,,,,,,,,,,,,,,,
851,2783.905684,387,1590337,77.94,3820.94,,,,,,,,,,,,,,,
852,2725.220878,385,1590722,77.87,3820.94,,,,,,,,,,,,,,,
853,2640.339007,294,1591016,77.79,3820.94,,,,,,,,,,,,,,,
854,2653.358088,450,1591466,77.72,3820.94,,,,,,,,,,,,,,,
855,2578.248178,450,1591916,77.64,3820.94,,,,,,,,,,,,,,,
856,2535.335021,357,1592273,77.57,3820.94,,,,,,,,,,,,,,,
857,2615.631298,322,1592595,77.58,3820.94,,,,,,,,,,,,,,,
858,2647.897192,486,1593081,77.54,3820.94,,,,,,,,,,,,,,,
859,2542.194947,305,1593386,77.54,3820.94,,,,,,,,,,,,,,,
860,2359.972353,470,1593856,77.46,3820.94,,,,,,,,,,,,,,,
861,2443.536388,464,1594320,77.45,3820.94,,,,,,,,,,,,,,,
862,2380.953384,407,1594727,77.44,3820.94,,,,,,,,,,,,,,,
863,2377.873999,295,1595022,77.37,3820.94,,,,,,,,,,,,,,,
864,2503.536288,430,1595452,77.30,3820.94,,,,,,,,,,,,,,,
865,2461.964044,404,1595856,77.23,3821.12,,,,,,,,,,,,,,,
866,2373.811094,532,1596388,77.16,3821.12,,,,,,,,,,,,,,,
867,2309.311004,436,1596824,77.08,3821.12,,,,,,,,,,,,,,,
868,2338.493609,371,1597195,77.10,3821.12,,,,,,,,,,,,,,,
869,2517.906124,379,1597574,77.03,3821.12,,,,,,,,,,,,,,,
870,2427.811645,492,1598066,77.03,3821.12,,,,,,,,,,,,,,,
871,2299.580611,450,1598516,77.00,3821.12,,,,,,,,,,,,,,,
872,2324.373211,343,1598859,76.93,3821.12,,,,,,,,,,,,,,,
873,2416.976518,466,1599325,76.85,3821.12,,,,,,,,,,,,,,,
874,2411.364599,383,1599708,76.89,3821.12,,,,,,,,,,,,,,,
875,2495.379752,407,1600115,76.82,3821.12,,,,,,,,,,,,,,,
876,2584.783307,339,1600454,76.75,3821.21,,,,,,,,,,,,,,,
877,2630.422247,405,1600859,76.68,3821.21,,,,,,,,,,,,,,,
878,2707.411766,338,1601197,76.68,3821.21,,,,,,,,,,,,,,,
879,2642.668133,449,1601646,76.63,3821.21,,,,,,,,,,,,,,,
880,2779.576428,214,1601860,76.56,3821.21,,,,,,,,,,,,,,,
881,2761.123255,466,1602326,76.49,3821.21,,,,,,,,,,,,,,,
882,2820.883311,329,1602655,76.45,3821.21,,,,,,,,,,,,,,,
883,2633.519059,364,1603019,76.46,3821.21,,,,,,,,,,,,,,,
884,2710.004643,441,1603460,76.38,3821.21,,,,,,,,,,,,,,,
885,2618.117582,325,1603785,76.32,3821.21,,,,,,,,,,,,,,,
886,2603.098297,366,1604151,76.35,3821.21,,,,,,,,,,,,,,,
887,2768.861401,348,1604499,76.28,3821.21,,,,,,,,,,,,,,,
888,2613.269447,422,1604921,76.21,3821.21,,,,,,,,,,,,,,,
889,2511.112405,323,1605244,76.22,3821.21,,,,,,,,,,,,,,,
890,2582.992976,534,1605778,76.16,3821.21,,,,,,,,,,,,,,,
891,2643.730892,208,1605986,76.09,3821.21,,,,,,,,,,,,,,,
892,2744.727046,453,1606439,76.01,3820.90,,,,,,,,,,,,,,,
893,2763.562977,405,1606844,75.94,3820.90,,,,,,,,,,,,,,,
894,2766.991849,293,1607137,75.92,3820.90,,,,,,,,,,,,,,,
895,2824.594914,367,1607504,75.90,3820.86,,,,,,,,,,,,,,,
896,2849.070328,340,1607844,75.84,3820.86,,,,,,,,,,,,,,,
897,2798.796808,360,1608204,75.77,3820.86,,,,,,,,,,,,,,,
898,2773.160165,430,1608634,75.80,3820.86,,,,,,,,,,,,,,,
899,2647.603016,348,1608982,75.74,3820.86,,,,,,,,,,,,,,,
900,2705.004180,328,1609310,75.76,3820.86,,,,,,,,,,,,,,,
901,2736.076548,453,1609763,75.69,3820.86,,,,,,,,,,,,,,,
902,2776.594975,285,1610048,75.62,3820.86,,,,,,,,,,,,,,,
903,2757.692031,328,1610376,75.56,3820.86,,,,,,,,,,,,,,,
904,2737.566913,453,1610829,75.49,3820.86,,,,,,,,,,,,,,,
905,2655.355841,310,1611139,75.43,3820.86,,,,,,,,,,,,,,,
906,2718.076305,430,1611569,75.39,3820.86,,,,,,,,,,,,,,,
907,2744.432355,403,1611972,75.40,3820.86,,,,,,,,,,,,,,,
908,2710.532477,234,1612206,75.33,3820.86,,,,,,,,,,,,,,,
909,2842.394791,429,1612635,75.27,3820.86,,,,,,,,,,,,,,,
910,2779.173855,330,1612965,75.32,3820.86,,,,,,,,,,,,,,,
911,2722.923480,307,1613272,75.33,3820.86,,,,,,,,,,,,,,,
912,2736.884362,329,1613601,75.26,3820.86,,,,,,,,,,,,,,,
913,2904.149662,441,1614042,75.20,3820.86,,,,,,,,,,,,,,,
914,2766.441430,316,1614358,75.13,3820.86,,,,,,,,,,,,,,,
915,2587.483959,472,1614830,75.07,3820.86,,,,,,,,,,,,,,,
916,2503.226697,344,1615174,75.00,3820.86,,,,,,,,,,,,,,,
917,2491.354698,491,1615665,74.94,3820.86,,,,,,,,,,,,,,,
918,2618.233320,362,1616027,74.89,3820.86,,,,,,,,,,,,,,,
919,2480.152449,396,1616423,74.93,3820.86,,,,,,,,,,,,,,,
920,2332.465208,476,1616899,74.86,3820.86,,,,,,,,,,,,,,,
921,2235.824104,372,1617271,74.80,3820.86,,,,,,,,,,,,,,,
922,2411.600796,461,1617732,74.91,3820.86,,,,,,,,,,,,,,,
923,2462.067464,361,1618093,74.85,3820.86,,,,,,,,,,,,,,,
924,2399.442864,395,1618488,74.79,3820.86,,,,,,,,,,,,,,,
925,2372.245553,441,1618929,74.72,3820.86,,,,,,,,,,,,,,,
926,2428.973417,345,1619274,74.66,3820.86,,,,,,,,,,,,,,,
