second,avg_latency_ms_etcd_v3_nocompression,throughput_etcd_v3_nocompression,cumulative_throughput_etcd_v3_nocompression,avg_cpu_etcd_v3_nocompression,avg_memory_mb_etcd_v3_nocompression,avg_latency_ms_etcd_v3_snappy,throughput_etcd_v3_snappy,cumulative_throughput_etcd_v3_snappy,avg_cpu_etcd_v3_snappy,avg_memory_mb_etcd_v3_snappy
721,1.954934,510,325642,48.81,569.00,2.477709,402,338830,49.14,581.39
722,2.010140,496,326138,48.82,570.12,2.333615,427,339257,49.15,582.16
723,1.908218,522,326660,48.81,570.84,1.976097,504,339761,49.14,582.16
724,2.026302,492,327152,48.82,570.84,1.994286,499,340260,49.14,582.16
725,1.929146,517,327669,48.82,571.31,1.963048,507,340767,49.14,582.16
726,2.003583,497,328166,48.83,571.31,2.026688,492,341259,49.14,582.40
727,1.982025,502,328668,48.83,572.85,1.991736,500,341759,49.14,587.27
728,2.001344,499,329167,48.83,573.20,1.988421,500,342259,49.16,588.28
729,1.901504,524,329691,48.84,573.98,2.007157,497,342756,49.16,589.13
730,2.056229,485,330176,48.85,574.35,2.078157,479,343235,49.15,589.13
731,1.951385,511,330687,48.85,574.35,2.148923,464,343699,49.15,589.33
732,1.954778,510,331197,48.85,574.35,2.068645,482,344181,49.15,589.72
733,1.941530,513,331710,48.85,574.91,2.081032,479,344660,49.15,589.72
734,2.058177,484,332194,48.85,577.65,2.069375,481,345141,49.14,589.72
735,2.226751,449,332643,48.85,578.65,2.066407,483,345624,49.14,589.96
736,2.228194,447,333090,48.86,578.65,2.091025,477,346101,49.14,592.35
737,1.993993,500,333590,48.86,578.65,2.187713,455,346556,49.15,593.87
738,1.981548,503,334093,48.86,578.86,2.079038,480,347036,49.15,593.87
739,1.960809,509,334602,48.86,578.86,2.020647,493,347529,49.15,594.19
740,1.997060,499,335101,48.86,579.40,2.046540,486,348015,49.15,594.77
741,1.999049,498,335599,48.86,579.40,1.994574,499,348514,49.14,595.17
742,2.165431,461,336060,48.86,580.79,2.098335,474,348988,49.14,595.17
743,2.086393,478,336538,48.87,581.10,2.021966,492,349480,49.14,597.02
744,2.158161,462,337000,48.87,581.10,2.026784,491,349971,49.14,597.02
745,2.143014,465,337465,48.87,581.20,2.059457,483,350454,49.13,597.02
746,2.058811,484,337949,48.87,582.07,2.041414,488,350942,49.15,600.43
747,2.134093,467,338416,48.87,582.75,2.032822,490,351432,49.15,600.43
748,2.208348,452,338868,48.87,582.75,2.147404,463,351895,49.15,600.97
749,2.288500,436,339304,48.88,585.04,2.026976,492,352387,49.15,600.97
750,2.178349,458,339762,48.89,587.78,2.056446,484,352871,49.15,601.38
751,2.230046,446,340208,48.88,588.80,2.012714,495,353366,49.14,601.38
752,2.247623,444,340652,48.88,590.49,2.032919,490,353856,49.14,601.61
753,2.436596,409,341061,48.90,592.22,2.085948,478,354334,49.15,602.16
754,2.186071,457,341518,48.90,593.24,2.079889,479,354813,49.15,602.16
755,2.260697,441,341959,48.91,597.00,2.038823,488,355301,49.16,602.16
756,2.402818,415,342374,48.92,597.86,1.991173,500,355801,49.16,602.16
757,2.223379,448,342822,48.91,598.52,2.055303,485,356286,49.15,602.52
758,2.053715,486,343308,48.91,598.82,2.200283,453,356739,49.15,602.93
759,2.037689,489,343797,48.91,599.61,2.101279,474,357213,49.16,603.50
760,2.082100,479,344276,48.91,599.61,2.143719,465,357678,49.16,603.50
761,2.149287,463,344739,48.91,599.61,2.126218,468,358146,49.16,603.80
762,2.171906,460,345199,48.92,599.94,2.115697,471,358617,49.16,603.80
763,2.307306,431,345630,48.93,600.23,2.092122,475,359092,49.16,605.53
764,2.242091,445,346075,48.93,600.89,2.183181,457,359549,49.18,606.11
765,2.174675,458,346533,48.94,600.89,2.136193,466,360015,49.18,610.11
766,2.218358,449,346982,48.94,601.05,2.075877,478,360493,49.18,611.02
767,2.216529,450,347432,48.94,601.05,2.294902,434,360927,49.18,611.39
768,2.652274,377,347809,48.93,601.05,2.047186,487,361414,49.18,611.39
769,2.651774,377,348186,48.93,601.78,2.064441,482,361896,49.18,611.73
770,2.679477,373,348559,48.92,601.78,2.147030,464,362360,49.19,611.73
771,2.721854,367,348926,48.93,604.24,2.123332,469,362829,49.19,611.73
772,2.610068,382,349308,48.92,605.08,2.147774,463,363292,49.19,611.73
773,2.589834,384,349692,48.92,605.33,2.454942,406,363698,49.20,612.98
774,2.588413,388,350080,48.92,605.33,2.434056,409,364107,49.21,615.13
775,2.681436,373,350453,48.90,606.34,2.418965,412,364519,49.21,615.13
776,2.591101,385,350838,48.91,607.52,2.508188,397,364916,49.21,615.46
777,2.647006,377,351215,48.90,607.52,2.401711,415,365331,49.23,615.46
778,2.286715,436,351651,48.89,607.52,2.361173,420,365751,49.22,615.46
779,2.110829,471,352122,48.90,607.52,2.477362,402,366153,49.21,615.68
780,2.139968,466,352588,48.90,607.52,2.458937,407,366560,49.21,615.68
781,2.104850,474,353062,48.89,607.52,2.457499,404,366964,49.21,615.68
782,2.081653,478,353540,48.89,608.26,2.305447,433,367397,49.20,616.36
783,2.115916,471,354011,48.89,608.57,2.006195,496,367893,49.21,616.70
784,2.180069,457,354468,48.88,609.07,2.006086,496,368389,49.22,618.36
785,2.303137,433,354901,48.88,609.07,1.968496,505,368894,49.22,620.84
786,2.164815,460,355361,48.89,609.07,1.997862,498,369392,49.22,620.84
787,2.107342,473,355834,48.89,609.69,1.972051,504,369896,49.22,621.58
788,2.223767,449,356283,48.88,610.74,2.004289,497,370393,49.21,622.62
789,2.234024,446,356729,48.88,611.01,2.150853,464,370857,49.22,625.96
790,2.185151,455,357184,48.87,611.01,2.017431,494,371351,49.22,626.70
791,2.164815,461,357645,48.86,611.01,2.119353,470,371821,49.22,628.38
792,2.216518,450,358095,48.86,611.67,2.044702,487,372308,49.21,628.64
793,2.411950,413,358508,48.87,616.90,2.081042,479,372787,49.21,632.59
794,2.248939,444,358952,48.87,617.46,2.189119,455,373242,49.23,637.93
795,2.250000,443,359395,48.86,618.09,2.053868,486,373728,49.24,638.93
796,2.316868,430,359825,48.86,619.09,2.048517,487,374215,49.23,638.93
797,2.234757,446,360271,48.85,619.75,2.090770,475,374690,49.23,638.93
798,2.255744,442,360713,48.85,619.75,2.015401,495,375185,49.22,639.61
799,2.242369,445,361158,48.84,620.07,2.065727,482,375667,49.22,639.61
800,2.187933,455,361613,48.84,622.91,2.129513,467,376134,49.23,640.76
801,2.159505,461,362074,48.84,624.76,1.996334,499,376633,49.22,640.76
802,2.224106,448,362522,48.83,626.65,2.039032,488,377121,49.22,641.48
803,2.218842,450,362972,48.84,630.32,2.024043,492,377613,49.22,643.92
804,2.308538,432,363404,48.83,631.17,2.007114,496,378109,49.23,644.42
805,2.279799,436,363840,48.83,631.17,2.061441,484,378593,49.23,644.84
806,2.273290,439,364279,48.83,631.85,2.089685,477,379070,49.24,645.55
807,2.312107,431,364710,48.83,632.48,2.044718,487,379557,49.23,645.55
808,2.274793,438,365148,48.84,633.03,2.031152,489,380046,49.23,646.46
809,2.281625,437,365585,48.83,633.03,1.999148,499,380545,49.23,646.46
810,2.159145,462,366047,48.83,633.03,2.029700,491,381036,49.23,646.72
811,2.097316,474,366521,48.83,633.34,2.113633,471,381507,49.22,646.91
812,2.269808,439,366960,48.83,633.34,2.060795,483,381990,49.23,646.91
813,2.382619,419,367379,48.84,633.91,1.952824,510,382500,49.24,649.69
814,2.267733,440,367819,48.84,634.29,2.044086,486,382986,49.25,651.66
815,2.395055,416,368235,48.83,635.88,1.996949,499,383485,49.24,652.69
816,2.425217,411,368646,48.85,636.82,1.958541,508,383993,49.24,652.69
817,2.147407,463,369109,48.85,636.82,2.121384,470,384463,49.25,652.69
818,2.139549,466,369575,48.85,637.11,2.091552,476,384939,49.25,653.30
819,2.078558,479,370054,48.84,638.41,2.146462,464,385403,49.25,653.52
820,2.144864,465,370519,48.84,638.41,2.067874,481,385884,49.25,653.87
821,2.094539,476,370995,48.84,639.01,2.071817,481,386365,49.25,655.69
822,2.110958,472,371467,48.84,640.13,2.122944,469,386834,49.25,656.65
823,2.314247,431,371898,48.84,642.74,2.128913,467,387301,49.27,657.02
824,2.250200,443,372341,48.85,644.67,2.178437,457,387758,49.28,657.31
825,2.249709,443,372784,48.85,647.55,2.149828,463,388221,49.28,657.31
826,2.383906,418,373202,48.86,650.78,2.101157,474,388695,49.28,657.75
827,2.293508,435,373637,48.86,651.51,2.338463,425,389120,49.27,658.14
828,2.745698,364,374001,48.85,651.51,2.224638,448,389568,49.27,658.48
829,2.819137,354,374355,48.84,651.51,2.260133,440,390008,49.27,661.54
830,2.608271,383,374738,48.84,651.68,2.207055,451,390459,49.28,662.98
831,2.735052,365,375103,48.83,652.07,2.263604,440,390899,49.28,663.44
832,2.722829,367,375470,48.84,652.07,2.294160,434,391333,49.28,664.43
833,2.610639,382,375852,48.83,653.38,2.698075,369,391702,49.27,664.43
834,2.679249,372,376224,48.82,653.38,2.664190,374,392076,49.28,665.41
835,2.728729,367,376591,48.82,654.07,2.607249,382,392458,49.29,666.47
836,2.730791,365,376956,48.82,654.41,2.691187,371,392829,49.29,666.47
837,2.801362,356,377312,48.81,654.74,2.451764,406,393235,49.29,666.47
838,2.245550,444,377756,48.81,655.58,2.438813,408,393643,49.29,666.81
839,2.117876,471,378227,48.81,655.58,2.518114,396,394039,49.28,667.04
840,2.187673,455,378682,48.81,655.58,2.391786,416,394455,49.27,667.04
841,2.051825,485,379167,48.81,655.58,2.421500,411,394866,49.27,667.58
842,2.121832,470,379637,48.81,655.58,2.345305,426,395292,49.27,668.13
843,2.032542,489,380126,48.81,656.15,2.081940,478,395770,49.27,668.63
844,1.951463,512,380638,48.81,656.15,2.028397,490,396260,49.27,669.41
845,1.976555,504,381142,48.80,656.15,2.019923,493,396753,49.27,669.41
846,2.056943,484,381626,48.81,659.96,2.006730,496,397249,49.29,669.41
847,2.116580,471,382097,48.81,659.96,1.934744,515,397764,49.28,670.02
848,2.091178,477,382574,48.81,662.16,2.020545,493,398257,49.28,670.02
849,2.002727,497,383071,48.82,663.47,2.048661,487,398744,49.29,671.37
850,1.938202,515,383586,48.82,664.72,2.010551,496,399240,49.29,671.37
851,1.927000,517,384103,48.82,664.88,2.085673,478,399718,49.29,671.37
852,1.917423,520,384623,48.82,664.88,2.016689,494,400212,49.28,671.37
853,1.859775,536,385159,48.82,664.88,2.013121,496,400708,49.28,671.37
854,2.033980,490,385649,48.83,664.88,1.991321,501,401209,49.28,671.37
855,1.981183,503,386152,48.84,666.00,2.126446,468,401677,49.28,671.97
856,2.182189,457,386609,48.84,666.58,2.042723,488,402165,49.30,677.14
857,2.102024,474,387083,48.84,667.22,2.034708,489,402654,49.30,677.85
858,2.052930,485,387568,48.84,668.03,2.077151,480,403134,49.30,677.85
859,1.963338,507,388075,48.85,668.27,1.964832,506,403640,49.30,677.85
860,1.918162,520,388595,48.84,668.52,1.941813,513,404153,49.30,678.44
861,2.038964,488,389083,48.85,669.00,2.024720,492,404645,49.31,678.66
862,1.963214,508,389591,48.85,669.00,1.872939,532,405177,49.31,678.66
863,2.014048,495,390086,48.85,669.00,1.946519,511,405688,49.31,679.18
864,1.976502,504,390590,48.85,669.14,1.944654,511,406199,49.30,681.77
865,2.007179,496,391086,48.86,669.70,1.971423,505,406704,49.31,682.21
866,2.132004,468,391554,48.85,670.71,2.031115,491,407195,49.32,682.98
867,2.198734,453,392007,48.85,671.17,2.029710,491,407686,49.33,683.84
868,2.309504,431,392438,48.86,671.17,2.020080,493,408179,49.33,683.84
869,2.344950,425,392863,48.87,672.49,1.953063,510,408689,49.33,683.84
870,2.237292,445,393308,48.87,673.16,1.991485,499,409188,49.33,683.84
871,2.267024,440,393748,48.86,673.16,1.997851,499,409687,49.33,684.74
872,2.235354,446,394194,48.86,673.71,1.944972,512,410199,49.32,684.74
873,2.293284,434,394628,48.86,673.71,1.994661,499,410698,49.33,689.18
874,2.260195,442,395070,48.86,675.50,1.940502,512,411210,49.32,689.18
875,2.256436,441,395511,48.86,675.50,1.964231,507,411717,49.32,689.74
876,2.317201,430,395941,48.88,675.50,1.985799,501,412218,49.33,693.98
877,1.912589,520,396461,48.88,676.44,2.018665,494,412712,49.34,694.83
878,1.847050,539,397000,48.88,676.44,2.065618,482,413194,49.34,694.83
879,1.944272,512,397512,48.89,677.46,2.115199,470,413664,49.34,695.76
880,2.024744,492,398004,48.89,677.46,2.107551,473,414137,49.34,696.50
881,2.071246,481,398485,48.89,677.46,2.110214,472,414609,49.34,696.68
882,2.022525,492,398977,48.89,677.46,2.063371,483,415092,49.34,697.15
883,2.102183,473,399450,48.90,681.85,2.093618,476,415568,49.34,697.15
884,2.124689,470,399920,48.90,682.58,2.067186,482,416050,49.34,698.20
885,2.037089,489,400409,48.90,682.58,2.200943,452,416502,49.35,698.49
886,2.040733,488,400897,48.90,682.58,2.086910,477,416979,49.36,699.17
887,2.107186,473,401370,48.91,684.92,2.375126,419,417398,49.38,700.08
888,2.430220,410,401780,48.92,685.29,2.188810,456,417854,49.38,700.08
889,2.544564,393,402173,48.92,686.49,2.101040,474,418328,49.38,700.48
890,2.356102,417,402590,48.94,689.00,2.113296,471,418799,49.38,700.87
891,2.437541,417,403007,48.93,689.50,2.096741,475,419274,49.38,701.10
892,2.307564,432,403439,48.94,689.50,2.265830,440,419714,49.39,703.64
893,2.291103,433,403872,48.93,689.50,2.463839,404,420118,49.39,704.21
894,2.522406,398,404270,48.93,689.50,2.345700,425,420543,49.39,704.51
895,2.442965,408,404678,48.93,690.81,2.437676,408,420951,49.39,704.51
896,2.337140,427,405105,48.93,691.28,2.460176,404,421355,49.39,704.71
897,2.379366,420,405525,48.92,691.28,2.361533,423,421778,49.39,705.20
898,1.884515,530,406055,48.93,691.28,2.409687,414,422192,49.40,708.62
899,1.950325,510,406565,48.93,693.75,2.496564,398,422590,49.41,710.63
900,1.909747,522,407087,48.94,693.75,2.348270,425,423015,49.40,710.63
901,1.869675,533,407620,48.95,694.21,2.407841,414,423429,49.40,710.77
902,2.013573,494,408114,48.95,694.21,2.338255,426,423855,49.40,711.38
903,1.933560,516,408630,48.95,694.21,2.032428,489,424344,49.39,711.38
904,1.903138,523,409153,48.95,694.21,1.959970,508,424852,49.39,711.38
905,1.907746,522,409675,48.96,695.01,1.933549,508,425360,49.39,711.64
906,1.993974,500,410175,48.96,695.01,2.086050,482,425842,49.40,712.37
907,1.969271,506,410681,48.96,701.28,1.944032,512,426354,49.40,712.37
908,1.965530,507,411188,48.98,703.75,2.089515,477,426831,49.40,712.89
909,1.939596,514,411702,48.98,704.37,2.055365,485,427316,49.40,713.32
910,1.926626,518,412220,48.98,704.68,2.010179,497,427813,49.40,714.28
911,1.917420,520,412740,48.98,705.83,2.147276,464,428277,49.40,715.48
912,1.887841,527,413267,48.98,705.83,2.121381,470,428747,49.41,715.48
913,2.060595,483,413750,48.99,706.45,2.060928,484,429231,49.41,715.88
914,1.930109,517,414267,49.00,706.85,2.044197,487,429718,49.40,716.42
915,1.900455,524,414791,49.00,707.20,2.056327,486,430204,49.40,716.88
916,1.932550,516,415307,49.00,707.20,2.118340,470,430674,49.40,717.47
917,1.991921,500,415807,49.01,707.35,2.057317,484,431158,49.39,718.01
918,1.975517,505,416312,49.00,708.63,2.263029,440,431598,49.40,718.20
919,1.965152,507,416819,49.00,708.81,2.065508,482,432080,49.40,719.13
920,2.024288,492,417311,49.00,709.40,2.036257,489,432569,49.40,721.38
921,2.080431,479,417790,49.02,709.40,2.019558,493,433062,49.40,721.89
922,1.962572,507,418297,49.02,710.01,2.088944,477,433539,49.41,724.64
923,2.006179,497,418794,49.02,710.01,1.983121,502,434041,49.41,725.61
924,1.988868,501,419295,49.02,710.71,2.043499,472,434513,49.40,725.61
925,1.890015,526,419821,49.02,710.73,2.109281,487,435000,49.40,725.61
926,2.019745,493,420314,49.02,711.68,2.057261,484,435484,49.41,726.00
927,2.212734,450,420764,49.02,712.12,1.976373,503,435987,49.41,726.71
928,2.208548,451,421215,49.03,713.80,2.040634,488,436475,49.40,727.26
929,2.250953,443,421658,49.03,718.17,1.964851,507,436982,49.40,728.29
930,2.393187,416,422074,49.03,718.51,1.988778,500,437482,49.40,730.57
931,2.312009,432,422506,49.03,718.85,2.002302,498,437980,49.40,731.18
932,2.286292,435,422941,49.04,722.39,2.021966,492,438472,49.41,732.24
933,2.273427,438,423379,49.04,723.01,1.998374,498,438970,49.42,732.41
934,2.407484,415,423794,49.04,723.44,2.033124,490,439460,49.41,732.55
935,2.407201,414,424208,49.03,723.64,2.018145,493,439953,49.41,733.02
936,2.458640,406,424614,49.03,723.82,1.936691,514,440467,49.41,733.25
937,2.366886,421,425035,49.03,723.82,2.086820,463,440930,49.41,733.25
938,2.274658,438,425473,49.03,724.84,2.199311,466,441396,49.41,737.73
939,2.068023,482,425955,49.03,725.53,2.072505,480,441876,49.41,738.81
940,2.141031,465,426420,49.03,726.04,2.107709,472,442348,49.41,738.81
941,2.125750,469,426889,49.03,726.19,2.110237,472,442820,49.41,738.81
942,2.144593,465,427354,49.03,726.61,2.078449,478,443298,49.41,740.72
943,2.218009,449,427803,49.03,726.61,2.077397,481,443779,49.42,743.03
944,2.259377,442,428245,49.04,726.94,2.216348,449,444228,49.43,745.44
945,2.267935,439,428684,49.04,727.48,2.142891,465,444693,49.44,745.60
946,2.152115,463,429147,49.05,727.75,2.089408,477,445170,49.43,745.60
947,2.188292,456,429603,49.04,727.75,2.294907,434,445604,49.43,746.15
948,2.597653,383,429986,49.04,728.29,2.215615,449,446053,49.43,746.80
949,2.725886,367,430353,49.04,728.29,2.187760,455,446508,49.43,747.08
950,2.516539,396,430749,49.04,728.72,2.227452,447,446955,49.42,747.76
951,2.398039,416,431165,49.05,730.87,2.313313,431,447386,49.43,748.06
952,2.392233,419,431584,49.04,730.87,2.341220,425,447811,49.43,748.06
953,2.343496,425,432009,49.04,731.17,2.741579,364,448175,49.43,748.06
954,2.615468,383,432392,49.03,731.17,2.689330,370,448545,49.44,748.06
955,2.426596,411,432803,49.04,731.77,2.700004,370,448915,49.44,748.78
956,2.474967,403,433206,49.05,735.28,2.652039,375,449290,49.44,749.26
957,2.396543,417,433623,49.04,736.03,2.511507,398,449688,49.44,749.26
958,1.981581,503,434126,49.04,736.14,2.454164,406,450094,49.44,749.26
959,1.971156,505,434631,49.04,736.48,2.498552,398,450492,49.43,749.80
960,1.962605,508,435139,49.04,736.76,2.669754,374,450866,49.42,751.55
961,1.937381,513,435652,49.04,736.76,2.455962,405,451271,49.43,751.90
962,2.192283,455,436107,49.04,737.92,2.406138,415,451686,49.42,752.32
963,2.116840,471,436578,49.05,738.28,2.030818,490,452176,49.42,752.59
964,2.126389,469,437047,49.04,739.13,2.033139,490,452666,49.42,752.95
965,2.156560,462,437509,49.04,740.15,2.026645,491,453157,49.42,753.88
966,2.178911,457,437966,49.04,741.02,2.007586,496,453653,49.41,754.81
967,2.209894,451,438417,49.04,741.02,2.058546,484,454137,49.43,754.81
968,2.192951,454,438871,49.04,741.58,2.006952,496,454633,49.44,755.22
969,2.296030,434,439305,49.03,742.24,2.042664,489,455122,49.43,755.51
970,2.313996,432,439737,49.03,742.68,2.067491,482,455604,49.43,755.51
971,2.313693,431,440168,49.03,746.11,2.121529,470,456074,49.43,755.51
972,2.348047,424,440592,49.02,746.11,2.051027,486,456560,49.42,755.51
973,2.271691,439,441031,49.02,746.50,2.153975,462,457022,49.42,755.51
974,2.236260,445,441476,49.02,750.29,2.059106,485,457507,49.43,756.03
975,2.123946,470,441946,49.02,750.29,2.138495,466,457973,49.42,756.50
976,2.169241,459,442405,49.01,750.50,2.050660,487,458460,49.42,757.36
977,2.209298,451,442856,49.01,750.50,2.029183,491,458951,49.42,759.00
978,2.092440,477,443333,49.01,751.24,1.994718,499,459450,49.43,760.33
979,2.249545,443,443776,49.01,753.84,1.950267,511,459961,49.43,760.43
980,2.063627,483,444259,49.02,754.09,1.969943,506,460467,49.43,760.43
981,2.108710,472,444731,49.02,754.20,1.983572,502,460969,49.45,763.04
982,2.095589,476,445207,49.02,754.20,1.983599,501,461470,49.44,763.04
983,2.059323,485,445692,49.01,754.20,1.975886,505,461975,49.44,763.20
984,2.124430,469,446161,49.01,754.20,1.997228,498,462473,49.44,763.57
985,2.032433,490,446651,49.02,754.20,1.965901,506,462979,49.44,764.97
986,2.105997,473,447124,49.02,754.51,1.963591,508,463487,49.44,765.52
987,2.381221,419,447543,49.02,754.51,2.081437,478,463965,49.45,765.77
988,2.271977,439,447982,49.03,754.51,1.966943,507,464472,49.46,765.77
989,2.487087,400,448382,49.02,754.99,1.962238,507,464979,49.45,765.89
990,2.324139,429,448811,49.02,754.99,1.999340,498,465477,49.46,766.36
991,2.315851,431,449242,49.02,756.40,1.950130,511,465988,49.46,766.51
992,2.297161,434,449676,49.02,756.40,1.978497,503,466491,49.46,766.62
993,2.413161,413,450089,49.02,756.99,2.046668,486,466977,49.45,767.36
994,2.314281,431,450520,49.02,757.57,2.021627,493,467470,49.46,767.62
995,2.474188,404,450924,49.02,757.57,1.974143,504,467974,49.45,767.62
996,2.374823,419,451343,49.01,758.93,2.019045,493,468467,49.45,768.39
997,2.324601,430,451773,49.02,762.95,1.998903,498,468965,49.45,768.39
998,1.975242,504,452277,49.02,766.41,2.043008,487,469452,49.45,768.74
999,1.996770,500,452777,49.02,766.55,2.108133,473,469925,49.45,770.93
1000,2.025477,492,453269,49.02,767.46,2.218718,448,470373,49.46,772.98
1001,2.114091,471,453740,49.02,767.64,2.137331,466,470839,49.46,778.53
1002,2.078722,480,454220,49.03,767.64,2.100170,475,471314,49.47,780.04
1003,1.989447,501,454721,49.03,768.61,2.082691,478,471792,49.47,780.58
1004,2.024052,493,455214,49.03,768.61,2.079626,479,472271,49.47,781.10
1005,2.182768,457,455671,49.04,769.21,2.114840,470,472741,49.47,781.10
1006,2.088942,477,456148,49.05,770.87,2.056633,485,473226,49.47,781.10
1007,2.028707,491,456639,49.05,771.15,2.490281,400,473626,49.47,781.10
1008,2.483043,402,457041,49.05,772.23,2.137305,466,474092,49.48,781.10
1009,2.439266,409,457450,49.06,772.23,2.216779,449,474541,49.48,781.43
1010,2.415704,413,457863,49.06,772.50,2.187141,456,474997,49.47,781.55
1011,2.442773,409,458272,49.06,772.50,2.152409,463,475460,49.48,782.39
1012,2.385651,419,458691,49.06,772.76,2.220106,447,475907,49.48,784.61
1013,2.342127,427,459118,49.05,772.76,2.562927,390,476297,49.49,784.90
1014,2.470225,404,459522,49.06,772.76,2.536203,392,476689,49.49,784.90
1015,2.407907,415,459937,49.07,773.27,2.806952,355,477044,49.49,785.23
1016,2.378285,420,460357,49.06,773.27,2.559916,389,477433,49.49,785.23
1017,2.452014,407,460764,49.06,774.29,2.515577,397,477830,49.49,786.53
1018,2.053526,486,461250,49.06,774.29,2.470690,403,478233,49.49,786.53
1019,2.082230,478,461728,49.06,774.29,2.408453,414,478647,49.48,787.04
1020,2.141302,466,462194,49.06,774.93,2.455571,406,479053,49.48,787.04
1021,2.010293,496,462690,49.05,776.68,2.427739,410,479463,49.47,787.49
1022,1.966393,506,463196,49.06,780.23,2.377910,420,479883,49.47,788.10
1023,1.986695,502,463698,49.07,780.63,1.967910,506,480389,49.47,788.10
1024,1.966854,507,464205,49.07,780.80,2.138538,465,480854,49.47,792.84
1025,1.990090,500,464705,49.06,781.58,2.010860,495,481349,49.48,796.10
1026,2.029669,491,465196,49.07,781.85,2.047592,486,481835,49.48,799.05
1027,1.958571,509,465705,49.07,781.85,2.072275,481,482316,49.49,800.24
1028,1.912993,520,466225,49.07,782.66,2.063302,482,482798,49.49,800.24
1029,1.968581,506,466731,49.07,782.66,2.069780,482,483280,49.48,800.78
1030,1.929049,516,467247,49.07,782.94,2.195674,454,483734,49.48,800.78
1031,2.065419,482,467729,49.07,783.90,2.169063,459,484193,49.49,801.33
1032,2.014724,494,468223,49.07,784.34,2.071952,482,484675,49.48,801.33
1033,1.876385,531,468754,49.08,785.78,2.130494,467,485142,49.48,801.33
1034,1.918705,520,469274,49.08,785.78,2.100018,474,485616,49.48,801.72
1035,1.923246,518,469792,49.08,785.78,2.047388,488,486104,49.47,803.17
1036,2.000264,499,470291,49.07,785.78,2.015776,494,486598,49.48,804.93
1037,1.992409,500,470791,49.08,790.54,2.058652,485,487083,49.48,804.93
1038,2.019717,493,471284,49.08,790.66,2.272633,438,487521,49.48,805.44
1039,2.051107,485,471769,49.09,794.62,1.993161,499,488020,49.49,806.18
1040,1.958556,509,472278,49.09,795.74,2.014684,495,488515,49.49,807.08
1041,2.006470,496,472774,49.09,796.03,1.978654,503,489018,49.49,807.24
1042,1.955472,509,473283,49.09,796.27,2.118197,470,489488,49.49,807.24
1043,1.961828,508,473791,49.09,796.59,1.980766,503,489991,49.49,807.48
1044,1.947170,511,474302,49.10,796.59,2.061918,483,490474,49.48,807.48
1045,1.974254,506,474808,49.10,796.71,2.164753,460,490934,49.48,807.48
1046,2.077460,479,475287,49.09,797.29,2.094671,475,491409,49.49,811.35
1047,2.432934,410,475697,49.09,799.00,2.056225,485,491894,49.49,812.09
1048,2.315316,431,476128,49.11,799.93,1.988062,500,492394,49.49,815.54
1049,2.347425,424,476552,49.11,799.93,1.986284,502,492896,49.49,815.92
1050,2.299384,434,476986,49.10,800.52,2.079414,479,493375,49.49,819.60
1051,2.347553,424,477410,49.10,801.25,2.040942,488,493863,49.50,821.43
1052,2.364692,422,477832,49.10,801.25,2.076641,479,494342,49.50,821.43
1053,2.348496,424,478256,49.09,801.25,1.927088,517,494859,49.51,821.43
1054,2.375245,420,478676,49.10,801.48,1.994129,499,495358,49.51,821.66
1055,2.345323,425,479101,49.09,801.88,2.035836,489,495847,49.51,822.61
1056,2.363056,422,479523,49.10,802.83,1.956203,509,496356,49.51,822.61
1057,2.436648,409,479932,49.10,805.02,2.003495,497,496853,49.50,822.87
1058,2.218745,449,480381,49.10,805.28,2.200963,453,497306,49.51,823.35
1059,2.323617,429,480810,49.09,805.28,2.201763,452,497758,49.50,823.91
1060,2.311589,431,481241,49.09,806.56,2.143999,465,498223,49.52,824.15
1061,2.372049,420,481661,49.10,809.45,2.115576,470,498693,49.52,824.15
1062,2.307318,432,482093,49.10,809.45,2.190210,455,499148,49.52,824.15
1063,2.047889,485,482578,49.10,809.53,2.139596,466,499614,49.53,825.41
1064,2.118808,471,483049,49.09,809.87,2.199089,386,,,
1065,2.185613,456,483505,49.09,809.87,,,,,
1066,2.390488,417,483922,49.09,809.98,,,,,
1067,2.201280,453,484375,49.10,809.98,,,,,
1068,2.539258,393,484768,49.10,810.25,,,,,
1069,2.848789,350,485118,49.11,810.69,,,,,
1070,2.751417,362,485480,49.10,811.76,,,,,
1071,2.809835,356,485836,49.09,811.76,,,,,
1072,2.885261,346,486182,49.09,812.38,,,,,
1073,2.969085,336,486518,49.08,812.89,,,,,
1074,2.866686,348,486866,49.07,812.89,,,,,
1075,2.568441,388,487254,49.08,813.13,,,,,
1076,2.404030,416,487670,49.07,813.72,,,,,
1077,2.502311,399,488069,49.07,813.72,,,,,
1078,1.941702,513,488582,49.07,814.10,,,,,
1079,1.917322,520,489102,49.07,815.20,,,,,
1080,1.999176,498,489600,49.07,815.20,,,,,
1081,2.047027,486,490086,49.07,815.20,,,,,
1082,2.064317,483,490569,49.06,816.60,,,,,
1083,2.156000,462,491031,49.07,820.59,,,,,
1084,2.180899,457,491488,49.07,821.08,,,,,
1085,2.172260,446,491934,49.07,821.59,,,,,
1086,2.266446,452,492386,49.08,821.59,,,,,
1087,1.991954,500,492886,49.08,825.12,,,,,
1088,2.029986,491,493377,49.09,827.58,,,,,
1089,2.015997,492,493869,49.09,827.78,,,,,
1090,1.968911,506,494375,49.09,827.89,,,,,
