second,avg_latency_ms_zookeeper_v3.4.8_snap10k,throughput_zookeeper_v3.4.8_snap10k,cumulative_throughput_zookeeper_v3.4.8_snap10k,avg_cpu_zookeeper_v3.4.8_snap10k,avg_memory_mb_zookeeper_v3.4.8_snap10k,avg_latency_ms_zookeeper_v3.4.8_snap100k,throughput_zookeeper_v3.4.8_snap100k,cumulative_throughput_zookeeper_v3.4.8_snap100k,avg_cpu_zookeeper_v3.4.8_snap100k,avg_memory_mb_zookeeper_v3.4.8_snap100k,avg_latency_ms_etcdv3_gotip,throughput_etcdv3_gotip,cumulative_throughput_etcdv3_gotip,avg_cpu_etcdv3_gotip,avg_memory_mb_etcdv3_gotip,avg_latency_ms_etcdv3_go1.6,throughput_etcdv3_go1.6,cumulative_throughput_etcdv3_go1.6,avg_cpu_etcdv3_go1.6,avg_memory_mb_etcdv3_go1.6,avg_latency_ms_etcdv3_go1.5,throughput_etcdv3_go1.5,cumulative_throughput_etcdv3_go1.5,avg_cpu_etcdv3_go1.5,avg_memory_mb_etcdv3_go1.5,avg_latency_ms_etcdv2_go1.4,throughput_etcdv2_go1.4,cumulative_throughput_etcdv2_go1.4,avg_cpu_etcdv2_go1.4,avg_memory_mb_etcdv2_go1.4,avg_latency_ms_consul_v0.6.4,throughput_consul_v0.6.4,cumulative_throughput_consul_v0.6.4,avg_cpu_consul_v0.6.4,avg_memory_mb_consul_v0.6.4
73,0.000000,0,1511158,228.38,2386.36,0.000000,0,1485780,220.04,2202.42,,,,,,,,,,,,,,,,0.000000,0,118644,24.57,669.99,98.949534,10271,681606,228.07,996.59
74,526.720560,5468,1516626,227.01,2379.92,0.000000,0,1485780,218.24,2197.58,,,,,,,,,,,,,,,,332.758628,2281,120925,24.87,672.89,133.559008,7532,689138,228.38,1015.94
75,49.165203,4919,1521545,225.55,2379.93,0.000000,0,1485780,217.13,2196.82,,,,,,,,,,,,,,,,402.180082,1264,122189,25.42,689.69,102.714470,9368,698506,228.41,1031.12
76,0.000000,0,1521545,223.29,2379.93,0.000000,0,1485780,215.10,2196.82,,,,,,,,,,,,,,,,350.609887,1978,124167,25.48,689.87,103.583637,10040,708546,228.73,1048.22
77,0.000000,0,1521545,220.72,2379.93,0.000000,0,1485780,213.12,2196.82,,,,,,,,,,,,,,,,417.465002,1222,125389,25.37,689.87,125.509142,7909,716455,229.27,1079.34
78,0.000000,0,1521545,218.55,2379.63,237.056934,3420,1489200,211.08,2196.82,,,,,,,,,,,,,,,,393.371301,529,125918,25.37,689.87,101.808068,9791,726246,229.23,1081.86
79,0.000000,0,1521545,216.88,2379.32,35.805777,28800,1518000,210.56,2202.53,,,,,,,,,,,,,,,,133.397591,194,126112,25.50,689.96,101.631504,9927,736173,229.72,1102.19
80,0.000000,0,1521545,214.87,2379.32,0.000000,0,1518000,212.20,2255.75,,,,,,,,,,,,,,,,118.913462,1500,127612,25.69,689.96,130.776436,7635,743808,230.38,1134.41
81,0.000000,0,1521545,213.01,2378.70,79.963135,22003,1540003,211.97,2255.33,,,,,,,,,,,,,,,,304.654673,655,128267,25.85,690.04,97.308192,10333,754141,230.23,1138.05
82,0.000000,0,1521545,211.40,2378.39,43.718079,29471,1569474,213.34,2255.52,,,,,,,,,,,,,,,,429.692678,2189,130456,26.00,690.04,106.502391,9228,763369,230.56,1158.46
83,0.000000,0,1521545,210.13,2378.08,31.631337,35388,1604862,213.92,2258.15,,,,,,,,,,,,,,,,311.043856,2181,132637,26.23,690.08,133.209981,7609,770978,231.18,1193.03
84,0.000000,0,1521545,208.05,2377.87,28.670817,36776,1641638,215.89,2308.90,,,,,,,,,,,,,,,,252.053568,2057,134694,26.24,690.08,97.997233,10303,781281,230.93,1197.02
85,0.000000,0,1521545,205.82,2377.66,24.668362,40568,1682206,217.65,2346.85,,,,,,,,,,,,,,,,433.607871,1002,135696,26.21,690.60,96.168992,10287,791568,230.89,1219.01
86,0.000000,0,1521545,203.68,2377.66,27.769947,3366,1685572,219.09,2393.94,,,,,,,,,,,,,,,,0.000000,0,135696,26.35,690.77,129.665483,7740,799308,231.99,1250.39
87,0.000000,0,1521545,201.63,2377.66,0.000000,0,1685572,222.69,2432.82,,,,,,,,,,,,,,,,163.191760,938,136634,26.68,691.36,100.487186,9867,809175,231.83,1254.84
88,0.000000,0,1521545,199.56,2376.68,108.513633,26773,1712345,223.97,2465.01,,,,,,,,,,,,,,,,0.000000,0,136634,27.09,701.92,95.813112,10553,819728,231.60,1260.08
89,0.000000,0,1521545,197.29,2373.62,27.058841,36929,1749274,225.19,2463.96,,,,,,,,,,,,,,,,78.593969,1143,137777,27.10,702.01,127.461882,7800,827528,232.26,1311.59
90,0.000000,0,1521545,195.30,2373.62,24.793861,40493,1789767,227.19,2471.66,,,,,,,,,,,,,,,,300.469440,2671,140448,26.98,702.01,95.552810,10500,838028,232.71,1314.92
91,0.000000,0,1521545,193.71,2373.07,23.063251,42703,1832470,228.94,2468.49,,,,,,,,,,,,,,,,276.364169,2243,142691,26.92,702.18,102.091411,9697,847725,232.52,1320.14
92,0.000000,0,1521545,192.09,2372.52,28.716696,35081,1867551,230.58,2450.96,,,,,,,,,,,,,,,,325.655165,1975,144666,26.86,702.18,132.590117,7518,855243,232.85,1354.20
93,0.000000,0,1521545,190.22,2372.52,46.382528,21621,1889172,231.52,2441.64,,,,,,,,,,,,,,,,0.000000,0,144666,27.22,702.35,100.528050,10057,865300,233.44,1375.25
94,0.000000,0,1521545,188.87,2372.52,37.514968,12809,1901981,231.07,2442.08,,,,,,,,,,,,,,,,633.921028,568,145234,27.59,769.41,98.689486,10103,875403,233.37,1379.45
95,0.000000,0,1521545,187.51,2372.52,641.899267,2002,1903983,229.35,2442.08,,,,,,,,,,,,,,,,375.784053,1214,146448,27.77,769.49,101.434541,9122,884525,233.26,1385.23
96,0.000000,0,1521545,186.49,2372.52,0.000000,0,1903983,227.34,2442.08,,,,,,,,,,,,,,,,267.770120,2157,148605,27.96,769.49,130.364592,8420,892945,233.79,1423.41
97,0.000000,0,1521545,185.51,2372.52,1630.679755,1000,1904983,225.27,2442.08,,,,,,,,,,,,,,,,477.358222,1046,149651,27.89,770.23,95.025668,10358,903303,234.15,1445.67
98,0.000000,0,1521545,184.01,2372.52,0.000000,0,1904983,223.19,2442.08,,,,,,,,,,,,,,,,446.870696,1235,150886,27.78,770.23,93.645109,10495,913798,234.19,1451.19
99,0.000000,0,1521545,182.58,2372.52,1676.494842,6,1904989,221.10,2442.08,,,,,,,,,,,,,,,,355.730145,978,151864,27.76,770.23,139.739756,7083,920881,234.28,1482.04
100,0.000000,0,1521545,181.44,2372.50,0.000000,0,1904989,219.00,2442.08,,,,,,,,,,,,,,,,0.000000,0,151864,27.87,771.62,100.491676,10118,930999,234.50,1501.25
101,0.000000,0,1521545,180.32,2372.50,0.000000,0,1904989,217.27,2442.08,,,,,,,,,,,,,,,,222.429540,1136,153000,28.18,771.62,100.878532,9730,940729,234.98,1514.41
102,0.000000,0,1521545,178.96,2372.50,0.000000,0,1904989,215.68,2442.09,,,,,,,,,,,,,,,,359.866144,109,153109,28.54,773.10,99.097297,8198,948927,234.80,1520.30
103,0.000000,0,1521545,177.50,2372.50,0.000000,0,1904989,213.94,2442.09,,,,,,,,,,,,,,,,224.516206,557,153666,28.71,773.10,127.854379,9412,958339,234.79,1546.72
104,0.000000,0,1521545,176.25,2372.50,0.000000,0,1904989,212.06,2442.09,,,,,,,,,,,,,,,,319.049346,1785,155451,28.60,774.47,100.197857,9823,968162,235.19,1577.56
105,0.000000,0,1521545,174.78,2372.50,0.000000,0,1904989,210.26,2442.09,,,,,,,,,,,,,,,,318.786857,2037,157488,28.51,774.47,97.897723,10402,978564,235.60,1589.06
106,0.000000,0,1521545,173.48,2372.50,0.000000,0,1904989,208.43,2442.09,,,,,,,,,,,,,,,,395.870862,1369,158857,28.43,774.47,142.917734,6954,985518,235.61,1611.21
107,0.000000,0,1521545,172.57,2372.50,0.000000,0,1904989,206.94,2441.86,,,,,,,,,,,,,,,,365.244626,1891,160748,28.32,774.47,102.347772,9703,995221,235.41,1620.72
108,0.000000,0,1521545,171.43,2372.50,0.000000,0,1904989,205.45,2431.84,,,,,,,,,,,,,,,,345.780317,262,161010,28.57,774.60,112.310733,9051,1004272,235.80,1650.97
109,0.000000,0,1521545,169.91,2372.50,0.000000,0,1904989,204.36,2422.11,,,,,,,,,,,,,,,,0.000000,0,161010,28.91,777.42,95.852547,10318,1014590,236.20,1663.23
110,0.000000,0,1521545,168.43,2372.50,0.000000,0,1904989,203.42,2422.23,,,,,,,,,,,,,,,,515.538558,333,161343,29.02,777.50,146.809365,6790,1021380,236.28,1684.95
111,0.000000,0,1521545,167.07,2372.50,0.000000,0,1904989,202.63,2422.26,,,,,,,,,,,,,,,,106.407841,31,161374,29.09,777.67,102.998806,9728,1031108,236.09,1689.78
112,0.000000,0,1521545,165.77,2372.50,0.000000,0,1904989,201.59,2422.27,,,,,,,,,,,,,,,,160.729128,1716,163090,29.10,777.67,105.647006,9344,1040452,236.39,1573.99
113,0.000000,0,1521545,164.67,2372.50,0.000000,0,1904989,201.23,2543.41,,,,,,,,,,,,,,,,345.716214,2069,165159,29.02,777.67,95.332298,10727,1051179,236.77,1315.19
114,0.000000,0,1521545,163.54,2372.50,0.000000,0,1904989,201.80,2543.50,,,,,,,,,,,,,,,,381.283465,2070,167229,28.97,777.67,161.088659,6144,1057323,237.06,1338.54
115,0.000000,0,1521545,162.18,2372.50,0.000000,0,1904989,202.29,2590.20,,,,,,,,,,,,,,,,378.171738,1534,168763,28.85,777.67,107.189846,9384,1066707,236.71,1343.16
116,0.000000,0,1521545,160.89,2368.91,0.000000,0,1904989,202.58,2590.20,,,,,,,,,,,,,,,,0.000000,0,168763,28.91,777.80,102.907603,9647,1076354,236.53,1360.05
117,0.000000,0,1521545,159.49,2368.91,0.000000,0,1904989,201.40,2590.97,,,,,,,,,,,,,,,,96.526337,884,169647,29.07,806.03,105.187583,9562,1085916,236.97,1383.31
118,0.000000,0,1521545,158.38,2368.91,0.000000,0,1904989,200.71,2621.03,,,,,,,,,,,,,,,,137.076433,285,169932,29.34,806.36,137.370552,7225,1093141,237.61,1416.63
119,0.000000,0,1521545,157.30,2368.91,0.000000,0,1904989,199.97,2633.07,,,,,,,,,,,,,,,,192.176676,242,170174,29.63,888.55,107.710370,9193,1102334,237.41,1420.99
120,0.000000,0,1521545,156.77,2373.63,0.000000,0,1904989,199.27,2697.77,,,,,,,,,,,,,,,,324.732764,1788,171962,29.69,928.49,100.462705,9856,1112190,237.22,1426.54
121,0.000000,0,1521545,155.83,2373.42,0.000000,0,1904989,198.46,2717.21,,,,,,,,,,,,,,,,287.474043,1484,173446,29.59,928.49,102.733795,10031,1122221,237.25,1451.27
122,0.000000,0,1521545,154.92,2373.21,0.000000,0,1904989,198.18,2456.13,,,,,,,,,,,,,,,,289.353151,2425,175871,29.52,928.67,115.155535,8196,1130417,237.55,1481.96
123,0.000000,0,1521545,153.98,2371.96,0.000000,0,1904989,197.62,2457.00,,,,,,,,,,,,,,,,327.761780,1380,177251,29.46,928.67,133.328998,7903,1138320,237.96,1499.85
124,0.000000,0,1521545,153.24,2372.83,0.000000,0,1904989,196.76,2459.10,,,,,,,,,,,,,,,,0.000000,0,177251,29.54,945.14,105.766286,9513,1147833,237.83,1505.51
125,0.000000,0,1521545,152.63,2373.71,0.000000,0,1904989,196.21,2461.23,,,,,,,,,,,,,,,,123.149199,344,177595,29.69,1025.09,99.215272,10010,1157843,237.60,1508.99
126,0.000000,0,1521545,151.96,2373.73,0.000000,0,1904989,194.98,2461.23,,,,,,,,,,,,,,,,141.653678,157,177752,29.79,1041.48,99.341138,10107,1167950,237.99,1538.94
127,0.000000,0,1521545,151.50,2373.73,0.000000,0,1904989,193.66,2461.23,,,,,,,,,,,,,,,,181.363101,471,178223,29.97,1107.19,160.650435,6213,1174163,238.60,1584.36
128,0.000000,0,1521545,150.88,2373.73,0.000000,0,1904989,192.51,2461.23,,,,,,,,,,,,,,,,68.955838,736,178959,30.04,1140.83,101.502112,9664,1183827,238.67,1586.45
129,0.000000,0,1521545,150.34,2373.73,0.000000,0,1904989,191.37,2459.19,,,,,,,,,,,,,,,,242.759091,1343,180302,30.12,1170.44,107.637585,9426,1193253,238.45,1593.83
130,0.000000,0,1521545,149.85,2376.66,0.000000,0,1904989,190.34,2459.19,,,,,,,,,,,,,,,,414.494751,2407,182709,30.11,1178.00,105.520884,9511,1202764,238.22,1601.31
131,0.000000,0,1521545,149.11,2375.01,0.000000,0,1904989,189.38,2460.24,,,,,,,,,,,,,,,,451.312785,1293,184002,30.01,1178.03,101.650101,8301,1211065,238.51,1637.84
132,0.000000,0,1521545,148.14,2375.01,0.000000,0,1904989,189.18,2460.87,,,,,,,,,,,,,,,,307.650245,1768,185770,29.96,1178.03,137.888738,8383,1219448,238.70,1662.00
133,0.000000,0,1521545,147.19,2375.01,0.000000,0,1904989,189.82,2459.78,,,,,,,,,,,,,,,,473.134623,837,186607,29.98,1185.11,97.194351,10252,1229700,239.17,1674.51
134,0.000000,0,1521545,146.13,2373.91,64.022835,19056,1924045,190.04,2468.21,,,,,,,,,,,,,,,,0.000000,0,186607,30.25,1185.11,96.612842,10388,1240088,239.08,1681.75
135,0.000000,0,1521545,145.19,2372.81,32.546075,28600,1952645,191.43,2485.38,,,,,,,,,,,,,,,,709.097875,333,186940,30.53,1239.77,99.882096,9954,1250042,239.02,1688.06
136,0.000000,0,1521545,144.32,2372.81,52.297417,17631,1970276,192.28,2544.74,,,,,,,,,,,,,,,,0.000000,0,186940,30.40,1239.77,170.994026,5993,1256035,238.98,1728.33
137,0.000000,0,1521545,143.55,2374.56,1007.541496,20,,,,,,,,,,,,,,,,,,,224.232776,738,187678,30.49,1239.77,100.804542,9265,1265300,239.47,1749.39
138,0.000000,0,1521545,142.65,2374.93,,,,,,,,,,,,,,,,,,,,,316.232272,3063,190741,30.62,1239.77,103.801561,10118,1275418,239.77,1770.81
139,0.000000,0,1521545,141.93,2373.47,,,,,,,,,,,,,,,,,,,,,438.204338,1348,192089,30.57,1239.77,93.544747,10632,1286050,239.74,1777.47
140,0.000000,0,1521545,141.11,2373.34,,,,,,,,,,,,,,,,,,,,,386.204820,1169,193258,30.47,1239.77,105.550466,7626,1293676,239.59,1797.47
141,0.000000,0,1521545,140.28,2373.34,,,,,,,,,,,,,,,,,,,,,268.034379,1950,195208,30.45,1239.77,142.121127,8334,1302010,239.63,1806.68
142,0.000000,0,1521545,139.40,2372.77,,,,,,,,,,,,,,,,,,,,,0.000000,0,195208,30.57,1239.77,94.220172,10681,1312691,240.07,1833.18
143,366.112049,3741,1525286,139.00,2374.39,,,,,,,,,,,,,,,,,,,,,142.100261,250,195458,30.74,1239.77,122.571119,8219,1320910,240.34,1863.37
144,17.197173,31684,1556970,139.22,2376.00,,,,,,,,,,,,,,,,,,,,,454.359707,333,195791,30.94,1239.92,98.155251,9966,1330876,240.25,1869.22
145,70.957026,18924,1575894,139.94,2376.19,,,,,,,,,,,,,,,,,,,,,0.000000,0,195791,31.06,1272.98,102.342623,7710,1338586,240.12,1895.46
146,0.000000,0,1575894,140.16,2370.60,,,,,,,,,,,,,,,,,,,,,167.014477,409,196200,31.16,1272.98,151.356396,8133,1346719,240.14,1900.19
147,1447.410666,224,1576118,139.60,2370.60,,,,,,,,,,,,,,,,,,,,,305.910710,2592,198792,31.30,1272.98,96.949569,9470,1356189,239.94,1923.16
148,125.306583,22486,1598604,139.94,2370.60,,,,,,,,,,,,,,,,,,,,,350.161733,1935,200727,31.31,1272.98,110.773744,8836,1365025,240.35,1938.08
149,81.340293,6045,1604649,141.01,2380.60,,,,,,,,,,,,,,,,,,,,,379.666661,1500,202227,31.23,1272.98,111.902025,9885,1374910,240.66,1963.66
150,0.000000,0,1604649,140.60,2382.98,,,,,,,,,,,,,,,,,,,,,310.640309,995,203222,31.26,1272.98,107.412897,8992,1383902,240.51,1975.34
151,1694.449999,160,1604809,140.39,2383.22,,,,,,,,,,,,,,,,,,,,,0.000000,0,203222,31.31,1273.07,170.025552,6053,1389955,240.47,1991.95
152,0.000000,0,1604809,140.13,2384.14,,,,,,,,,,,,,,,,,,,,,0.000000,0,203222,31.32,1273.07,99.811741,10064,1400019,240.35,1999.02
153,0.000000,0,1604809,139.91,2386.05,,,,,,,,,,,,,,,,,,,,,0.000000,0,203222,31.16,1273.07,97.358653,10172,1410191,240.22,2027.99
154,0.000000,0,1604809,139.39,2384.86,,,,,,,,,,,,,,,,,,,,,680.461178,333,203555,31.03,1273.07,102.214574,9096,1419287,240.69,2044.11
155,0.000000,0,1604809,138.75,2385.06,,,,,,,,,,,,,,,,,,,,,0.000000,0,203555,31.18,1273.07,102.751702,10316,1429603,241.02,2068.60
156,0.000000,0,1604809,137.91,2385.06,,,,,,,,,,,,,,,,,,,,,0.000000,0,203555,31.42,1273.07,191.399086,5235,1434838,241.08,2092.76
157,0.000000,0,1604809,137.42,2385.81,,,,,,,,,,,,,,,,,,,,,315.722179,743,204298,31.69,1273.31,104.353091,9723,1444561,240.94,2096.50
158,0.000000,0,1604809,136.65,2385.81,,,,,,,,,,,,,,,,,,,,,424.497547,1577,205875,31.78,1276.74,100.927466,9896,1454457,240.81,2103.46
159,0.000000,0,1604809,135.85,2382.85,,,,,,,,,,,,,,,,,,,,,301.732702,1489,207364,31.72,1276.81,100.156076,10068,1464525,240.68,2133.66
160,0.000000,0,1604809,135.30,2384.06,,,,,,,,,,,,,,,,,,,,,466.773971,1276,208640,31.62,1276.81,105.584256,8892,1473417,241.07,2146.68
161,0.000000,0,1604809,134.69,2383.89,,,,,,,,,,,,,,,,,,,,,322.459252,1069,209709,31.60,1276.81,115.552468,6101,1479518,241.50,2196.44
162,0.000000,0,1604809,133.96,2383.20,,,,,,,,,,,,,,,,,,,,,0.000000,0,209709,31.67,1277.06,146.991284,9207,1488725,241.52,2201.05
163,0.000000,0,1604809,133.44,2382.52,,,,,,,,,,,,,,,,,,,,,0.000000,0,209709,31.70,1277.06,109.250070,9100,1497825,241.30,2206.37
164,0.000000,0,1604809,132.92,2382.52,,,,,,,,,,,,,,,,,,,,,0.000000,0,209709,31.56,1277.06,104.619331,9534,1507359,241.09,2212.85
165,0.000000,0,1604809,132.28,2382.52,,,,,,,,,,,,,,,,,,,,,572.345601,1179,210888,31.56,1277.06,99.693664,10029,1517388,240.99,2219.23
166,0.000000,0,1604809,131.65,2382.52,,,,,,,,,,,,,,,,,,,,,0.000000,0,210888,31.74,1277.06,95.352435,10283,1527671,241.36,2257.31
167,0.000000,0,1604809,131.06,2382.52,,,,,,,,,,,,,,,,,,,,,0.000000,0,210888,31.95,1340.82,175.363526,5377,1533048,241.49,2298.87
168,0.000000,0,1604809,130.53,2382.52,,,,,,,,,,,,,,,,,,,,,409.478483,1460,212348,32.11,1395.25,98.298498,10921,1543969,241.97,2311.48
169,0.000000,0,1604809,131.07,2415.87,,,,,,,,,,,,,,,,,,,,,388.873378,1521,213869,32.07,1395.25,100.834528,9967,1553936,241.90,2317.58
170,0.000000,0,1604809,131.99,2442.52,,,,,,,,,,,,,,,,,,,,,0.000000,0,213869,32.10,1395.25,98.777153,10104,1564040,241.88,2326.05
171,0.000000,0,1604809,132.00,2442.99,,,,,,,,,,,,,,,,,,,,,44.788981,1552,215421,32.18,1395.34,109.552635,8903,1572943,241.84,2341.46
172,0.000000,0,1604809,131.55,2442.99,,,,,,,,,,,,,,,,,,,,,59.462508,2174,217595,32.39,1395.34,182.626695,5561,1578504,241.90,2372.08
173,0.000000,0,1604809,130.99,2443.07,,,,,,,,,,,,,,,,,,,,,0.000000,0,217595,32.63,1395.34,104.935094,9639,1588143,242.40,2394.62
174,0.000000,0,1604809,130.48,2443.07,,,,,,,,,,,,,,,,,,,,,0.000000,0,217595,32.80,1412.54,105.284974,9457,1597600,242.90,2428.41
175,0.000000,0,1604809,130.06,2443.07,,,,,,,,,,,,,,,,,,,,,633.796510,32,217627,32.83,1465.95,104.810961,9538,1607138,242.97,2435.23
176,0.000000,0,1604809,129.54,2443.07,,,,,,,,,,,,,,,,,,,,,363.608844,2363,219990,32.88,1465.95,109.050291,8296,1615434,242.88,2469.44
177,0.000000,0,1604809,129.19,2446.15,,,,,,,,,,,,,,,,,,,,,274.747847,2022,222012,32.84,1465.95,179.771241,6099,1621533,242.93,2474.74
178,0.000000,0,1604809,128.71,2446.15,,,,,,,,,,,,,,,,,,,,,223.343962,1487,223499,32.83,1470.12,108.760165,9119,1630652,242.92,2480.83
179,0.000000,0,1604809,128.35,2446.15,,,,,,,,,,,,,,,,,,,,,0.000000,0,223499,32.89,1470.21,99.111570,9223,1639875,243.02,2512.95
180,0.000000,0,1604809,127.98,2446.24,,,,,,,,,,,,,,,,,,,,,0.000000,0,223499,33.08,1470.30,104.837013,10266,1650141,243.73,2525.42
181,0.000000,0,1604809,127.59,2446.33,,,,,,,,,,,,,,,,,,,,,0.000000,0,223499,33.27,1491.98,128.460034,5931,1656072,244.28,2572.15
182,0.000000,0,1604809,127.28,2446.33,,,,,,,,,,,,,,,,,,,,,495.377487,282,223781,33.32,1492.07,175.937067,7018,1663090,244.62,2575.86
183,165.337951,6855,1611664,126.98,2446.33,,,,,,,,,,,,,,,,,,,,,0.000000,0,223781,33.32,1492.07,108.145508,9373,1672463,244.70,2579.64
184,54.034790,37645,1649309,127.49,2446.77,,,,,,,,,,,,,,,,,,,,,219.302614,838,224619,33.46,1498.77,107.955009,9395,1681858,244.79,2614.15
185,29.331086,35723,1685032,128.37,2430.28,,,,,,,,,,,,,,,,,,,,,291.431841,2296,226915,33.55,1502.02,109.838851,6287,1688145,245.25,2745.30
186,26.663499,37510,1722542,129.39,2425.90,,,,,,,,,,,,,,,,,,,,,428.837092,1003,227918,33.50,1502.02,0.000000,0,1688145,244.49,3046.42
187,31.453093,31766,1754308,130.64,2446.46,,,,,,,,,,,,,,,,,,,,,289.974004,2143,230061,33.41,1502.02,0.000000,0,1688145,243.59,3054.30
188,27.434883,36470,1790778,131.43,2446.91,,,,,,,,,,,,,,,,,,,,,397.371009,1016,231077,33.37,1502.02,3000.637021,973,1689118,243.25,3075.53
189,43.996451,13103,1803881,132.22,2456.70,,,,,,,,,,,,,,,,,,,,,0.000000,0,231077,33.42,1502.02,502.554857,2496,1691614,242.60,3178.67
190,563.053443,626,1804507,132.00,2456.70,,,,,,,,,,,,,,,,,,,,,0.000000,0,231077,33.57,1502.10,352.671237,2880,1694494,241.90,3709.87
191,0.000000,0,1804507,131.45,2456.70,,,,,,,,,,,,,,,,,,,,,0.000000,0,231077,33.74,1527.83,541.373509,1828,1696322,241.71,3757.52
192,0.000000,0,1804507,130.74,2456.70,,,,,,,,,,,,,,,,,,,,,716.193190,325,231402,33.85,1565.47,309.847635,3204,1699526,241.03,3825.64
193,0.000000,0,1804507,130.12,2456.70,,,,,,,,,,,,,,,,,,,,,0.000000,0,231402,33.81,1565.47,333.934674,2210,1701736,241.23,3849.07
194,0.000000,0,1804507,129.65,2456.70,,,,,,,,,,,,,,,,,,,,,181.981206,1084,232486,33.87,1565.47,371.218475,3519,1705255,240.57,3981.71
195,0.000000,0,1804507,129.28,2456.70,,,,,,,,,,,,,,,,,,,,,404.317208,1569,234055,33.98,1567.60,273.951962,3136,1708391,240.40,4063.96
196,0.000000,0,1804507,128.93,2456.70,,,,,,,,,,,,,,,,,,,,,318.888415,1994,236049,34.04,1567.60,413.225405,2795,1711186,240.09,4063.96
197,0.000000,0,1804507,128.49,2456.70,,,,,,,,,,,,,,,,,,,,,371.792664,1447,237496,33.95,1567.60,281.704312,3264,1714450,239.83,4081.01
198,0.000000,0,1804507,128.04,2456.70,,,,,,,,,,,,,,,,,,,,,330.688008,1215,238711,33.90,1567.60,785.821933,610,1715060,238.91,4088.50
199,0.000000,0,1804507,127.62,2456.70,,,,,,,,,,,,,,,,,,,,,0.000000,0,238711,33.98,1567.60,1591.948696,377,1715437,238.29,4095.02
200,0.000000,0,1804507,128.07,2497.45,,,,,,,,,,,,,,,,,,,,,0.000000,0,238711,34.15,1567.68,1979.082568,271,1715708,237.90,4103.76
201,0.000000,0,1804507,128.73,2513.30,,,,,,,,,,,,,,,,,,,,,0.000000,0,238711,34.31,1567.85,0.000000,0,1715708,236.81,4103.76
202,0.000000,0,1804507,128.63,2513.91,,,,,,,,,,,,,,,,,,,,,629.768541,749,239460,34.38,1569.48,3716.672178,67,1715775,235.72,4104.13
203,0.000000,0,1804507,128.18,2513.91,,,,,,,,,,,,,,,,,,,,,0.000000,0,239460,34.43,1572.73,0.000000,0,1715775,234.66,4104.22
204,0.000000,0,1804507,127.75,2513.91,,,,,,,,,,,,,,,,,,,,,291.555475,888,240348,34.52,1572.73,0.000000,0,1715775,233.56,4104.68
205,0.000000,0,1804507,127.24,2513.91,,,,,,,,,,,,,,,,,,,,,278.822799,2187,242535,34.60,1572.81,6342.684154,65,1715840,232.75,4104.96
206,0.000000,0,1804507,126.69,2513.91,,,,,,,,,,,,,,,,,,,,,281.155976,2337,244872,34.59,1572.81,0.000000,0,1715840,231.92,4105.05
207,0.000000,0,1804507,126.33,2514.27,,,,,,,,,,,,,,,,,,,,,255.676912,1831,246703,34.56,1572.81,0.000000,0,1715840,230.87,4105.05
208,0.000000,0,1804507,125.88,2514.27,,,,,,,,,,,,,,,,,,,,,0.000000,0,246703,34.61,1572.81,9422.807313,65,1715905,229.82,4105.60
209,0.000000,0,1804507,125.33,2514.15,,,,,,,,,,,,,,,,,,,,,0.000000,0,246703,34.64,1572.89,0.000000,0,1715905,228.79,4105.68
210,0.000000,0,1804507,124.77,2514.03,,,,,,,,,,,,,,,,,,,,,339.616669,679,247382,34.74,1572.89,11263.221009,65,1715970,227.80,4106.06
211,0.000000,0,1804507,124.20,2514.03,,,,,,,,,,,,,,,,,,,,,0.000000,0,247382,34.84,1572.89,0.000000,0,1715970,227.29,4111.79
212,0.000000,0,1804507,123.68,2514.03,,,,,,,,,,,,,,,,,,,,,381.301445,602,247984,35.01,1587.13,0.000000,0,1715970,226.52,4111.79
213,0.000000,0,1804507,123.18,2514.03,,,,,,,,,,,,,,,,,,,,,278.236630,1913,249897,35.14,1587.22,14641.224757,65,1716035,225.68,4111.79
214,0.000000,0,1804507,122.64,2514.03,,,,,,,,,,,,,,,,,,,,,491.455009,968,250865,35.23,1587.22,0.000000,0,1716035,224.84,4111.79
215,0.000000,0,1804507,122.10,2514.03,,,,,,,,,,,,,,,,,,,,,415.265910,2177,253042,35.22,1587.22,0.000000,0,1716035,224.02,4111.79
216,0.000000,0,1804507,121.57,2514.03,,,,,,,,,,,,,,,,,,,,,0.000000,0,253042,35.18,1587.22,0.000000,0,1716035,223.20,4111.79
217,0.000000,0,1804507,121.13,2515.70,,,,,,,,,,,,,,,,,,,,,0.000000,0,253042,35.19,1587.22,0.000000,0,1716035,222.39,4111.79
218,0.000000,0,1804507,121.06,2516.22,,,,,,,,,,,,,,,,,,,,,0.000000,0,253042,35.20,1587.22,0.000000,0,1716035,221.55,4111.79
219,0.000000,0,1804507,120.96,2509.51,,,,,,,,,,,,,,,,,,,,,0.000000,0,253042,35.21,1587.22,20113.065993,130,1716165,220.78,4111.90
220,0.000000,0,1804507,120.83,2506.50,,,,,,,,,,,,,,,,,,,,,716.312260,406,253448,35.10,1587.22,0.000000,0,1716165,220.01,4128.18
221,0.000000,0,1804507,120.35,2506.50,,,,,,,,,,,,,,,,,,,,,0.000000,0,253448,35.21,1587.22,22252.346654,65,1716230,219.07,4556.25
222,0.000000,0,1804507,119.83,2506.50,,,,,,,,,,,,,,,,,,,,,0.000000,0,253448,35.37,1587.48,0.000000,0,1716230,218.15,4606.35
