second,avg_latency_ms_etcd_v3,throughput_etcd_v3,cumulative_throughput_etcd_v3,avg_cpu_etcd_v3,avg_memory_mb_etcd_v3,avg_latency_ms_zookeeper_v3.4.8_snapshot2,throughput_zookeeper_v3.4.8_snapshot2,cumulative_throughput_zookeeper_v3.4.8_snapshot2,avg_cpu_zookeeper_v3.4.8_snapshot2,avg_memory_mb_zookeeper_v3.4.8_snapshot2,avg_latency_ms_zookeeper_v3.4.8_snapshot3,throughput_zookeeper_v3.4.8_snapshot3,cumulative_throughput_zookeeper_v3.4.8_snapshot3,avg_cpu_zookeeper_v3.4.8_snapshot3,avg_memory_mb_zookeeper_v3.4.8_snapshot3
468,2.119241,471,217884,55.14,280.97,2.237322,447,226112,26.86,360.83,1.846025,542,232781,25.01,362.75
469,2.159913,461,218345,55.14,280.97,2.259152,442,226554,26.86,360.83,1.864587,536,233317,25.01,363.09
470,2.509821,397,218742,55.13,281.26,2.473911,404,226958,26.87,360.83,1.879669,531,233848,25.00,363.09
471,2.723755,365,219107,55.12,281.95,2.250472,444,227402,26.86,361.52,1.904619,525,234373,25.00,363.77
472,2.703004,369,219476,55.12,282.19,2.245920,445,227847,26.86,361.52,1.892330,528,234901,25.00,364.46
473,2.754898,362,219838,55.11,283.21,2.231077,448,228295,26.87,362.20,1.858214,538,235439,24.99,364.46
474,2.667989,372,220210,55.12,284.76,2.229706,448,228743,26.86,362.20,1.858911,537,235976,24.99,365.14
475,2.622320,381,220591,55.13,286.05,2.212430,452,229195,26.87,362.88,1.815587,551,236527,24.99,365.82
476,2.731816,365,220956,55.13,286.67,2.250504,444,229639,26.87,362.88,1.880036,531,237058,24.98,365.82
477,2.498384,399,221355,55.13,286.67,2.134333,468,230107,26.87,363.56,1.913067,522,237580,24.98,366.51
478,2.535931,393,221748,55.14,286.92,1.937184,516,230623,26.86,363.56,1.876698,533,238113,24.97,366.51
479,2.748910,363,222111,55.15,287.56,1.890338,528,231151,26.86,364.24,1.875930,532,238645,24.97,367.87
480,2.212035,450,222561,55.15,287.81,1.954015,512,231663,26.85,364.93,1.939850,515,239160,24.97,368.55
481,2.042798,487,223048,55.16,287.94,1.997081,500,232163,26.85,365.61,1.987280,502,239662,24.97,368.55
482,2.058698,484,223532,55.19,287.94,2.018777,495,232658,26.85,366.29,2.023600,495,240157,24.97,368.55
483,2.020306,492,224024,55.19,288.07,1.898408,526,233184,26.84,366.29,2.489807,400,240557,24.97,368.89
484,1.957135,509,224533,55.21,288.93,2.149319,465,233649,26.84,365.95,2.456563,408,240965,24.97,369.58
485,1.963086,507,225040,55.22,288.93,2.144434,466,234115,26.84,365.95,2.434109,411,241376,24.98,369.58
486,1.990427,501,225541,55.21,289.34,2.072318,482,234597,26.84,365.95,2.445587,407,241783,24.98,370.60
487,1.946759,511,226052,55.21,289.34,2.143944,466,235063,26.85,367.67,3.282030,305,242088,24.97,370.60
488,1.997909,498,226550,55.23,289.93,2.211259,452,235515,26.84,367.67,2.517703,397,242485,25.10,372.75
489,1.955125,510,227060,55.24,290.14,2.055339,486,236001,26.84,367.67,2.477774,404,242889,25.09,372.75
490,1.982130,502,227562,55.24,290.14,2.062156,485,236486,26.85,369.03,2.279385,438,243327,25.09,372.75
491,1.912764,521,228083,55.23,290.14,2.100157,475,236961,26.84,369.03,1.943334,515,243842,25.09,372.75
492,1.989222,500,228583,55.23,290.63,2.101651,475,237436,26.84,369.03,2.904520,344,244186,25.24,374.77
493,2.000760,498,229081,55.23,290.91,2.130928,470,237906,26.85,370.40,1.914382,522,244708,25.22,375.53
494,1.970862,505,229586,55.25,293.28,1.956990,510,238416,26.85,371.08,1.923887,519,245227,25.21,375.53
495,2.032439,490,230076,55.26,294.95,2.051326,487,238903,26.84,371.08,1.923553,519,245746,25.20,375.46
496,1.931836,515,230591,55.26,294.95,1.979157,505,239408,26.84,371.08,1.917832,522,246268,25.20,375.39
497,2.031112,490,231081,55.26,295.15,2.558267,391,239799,26.94,372.82,1.987823,502,246770,25.19,375.39
498,2.093969,475,231556,55.25,295.26,1.936157,516,240315,26.92,372.82,2.051025,487,247257,25.19,376.07
499,2.025402,491,232047,55.26,296.83,1.979830,504,240819,26.91,373.16,2.074311,482,247739,25.19,376.07
500,2.059364,484,232531,55.27,297.33,2.068536,450,241269,26.91,373.16,2.079594,481,248220,25.19,376.07
501,2.060422,483,233014,55.28,297.43,2.873013,372,241641,27.03,375.25,2.027252,493,248713,25.19,376.07
502,2.065115,482,233496,55.27,297.43,2.152714,464,242105,27.01,375.25,2.075567,481,249194,25.18,376.07
503,2.081723,478,233974,55.27,297.43,2.141293,467,242572,27.01,375.25,2.043330,489,249683,25.19,376.07
504,1.998511,498,234472,55.28,297.43,2.256609,442,243014,27.00,375.28,2.061848,485,250168,25.28,378.48
505,2.032810,490,234962,55.28,297.59,2.262839,442,243456,27.01,376.65,2.078892,481,250649,25.31,378.53
506,2.091211,477,235439,55.27,297.59,2.231067,448,243904,27.00,376.65,2.044877,488,251137,25.35,378.58
507,1.973081,506,235945,55.29,297.83,2.221469,449,244353,27.00,376.65,1.999007,500,251637,25.34,378.58
508,2.091734,476,236421,55.30,298.21,2.289646,437,244790,27.01,376.65,1.869971,535,252172,25.34,379.29
509,2.070727,482,236903,55.30,298.77,2.419983,413,245203,27.01,376.69,1.925367,519,252691,25.33,379.98
510,2.087143,478,237381,55.29,299.70,2.051534,486,245689,27.00,376.69,1.876616,531,253222,25.32,379.98
511,2.016370,494,237875,55.29,300.23,2.024470,494,246183,27.04,378.39,1.838766,544,253766,25.32,379.84
512,1.992135,500,238375,55.29,301.16,1.960161,510,246693,27.12,378.52,1.878836,532,254298,25.32,379.84
513,2.066837,483,238858,55.30,302.18,1.926875,518,247211,27.11,378.52,1.890225,529,254827,25.31,379.84
514,2.020427,494,239352,55.32,304.61,1.978528,505,247716,27.10,378.52,1.895416,527,255354,25.30,379.84
515,1.995923,498,239850,55.31,304.61,1.926492,519,248235,27.09,378.52,1.891190,528,255882,25.30,380.58
516,1.946119,512,240362,55.30,304.85,1.901789,525,248760,27.09,378.54,1.871854,534,256416,25.30,381.19
517,1.979259,503,240865,55.30,305.22,1.999563,500,249260,27.08,378.68,1.878773,531,256947,25.29,381.19
518,2.011832,495,241360,55.30,306.05,1.919805,520,249780,27.08,378.68,1.871538,535,257482,25.29,381.88
519,1.974392,503,241863,55.31,306.79,1.901030,526,250306,27.08,378.72,1.869909,534,258016,25.29,383.24
520,2.143585,465,242328,55.31,308.83,1.935365,516,250822,27.07,378.72,1.834737,545,258561,25.28,383.24
521,2.260087,441,242769,55.33,311.99,1.970339,506,251328,27.06,379.40,1.846677,540,259101,25.28,384.09
522,2.206631,450,243219,55.33,312.55,1.938426,516,251844,27.06,379.83,1.841887,543,259644,25.28,384.09
523,2.281891,437,243656,55.33,312.85,1.986966,503,252347,27.05,379.83,1.869093,535,260179,25.27,384.77
524,2.201160,453,244109,55.33,313.06,1.937071,516,252863,27.05,379.89,1.919743,520,260699,25.27,386.14
525,2.322866,429,244538,55.33,313.06,1.870830,534,253397,27.04,379.89,1.910670,523,261222,25.27,386.14
526,2.202798,452,244990,55.32,313.28,1.885295,530,253927,27.04,380.57,1.879019,532,261754,25.26,386.82
527,2.168688,459,245449,55.32,313.28,1.856661,538,254465,27.03,381.25,1.871955,534,262288,25.26,386.82
528,2.235587,446,245895,55.33,313.84,2.195223,455,254920,27.04,381.42,1.877502,531,262819,25.25,386.82
529,2.190107,455,246350,55.35,313.84,2.305586,433,255353,27.03,381.42,1.906032,524,263343,25.25,386.82
530,2.521130,395,246745,55.35,314.06,2.435515,411,255764,27.04,383.51,1.863546,537,263880,25.25,387.50
531,2.537438,392,247137,55.35,314.18,2.345683,426,256190,27.04,383.51,1.857133,538,264418,25.24,387.50
532,2.675508,373,247510,55.34,314.32,2.406296,414,256604,27.04,383.51,1.882880,531,264949,25.25,388.19
533,2.541123,392,247902,55.33,314.61,2.406527,416,257020,27.04,383.51,1.887610,529,265478,25.24,389.73
534,2.678404,372,248274,55.32,314.61,2.479689,403,257423,27.05,383.52,1.853297,539,266017,25.24,390.41
535,2.579537,386,248660,55.31,315.46,2.337475,428,257851,27.05,383.52,1.872169,534,266551,25.23,390.41
536,2.771247,360,249020,55.34,316.35,2.398590,416,258267,27.05,383.52,1.931059,517,267068,25.23,391.80
537,2.678889,371,249391,55.35,317.16,2.427274,412,258679,27.05,383.52,1.875797,533,267601,25.23,393.78
538,2.692852,369,249760,55.35,317.16,1.983903,503,259182,27.05,384.95,1.883896,530,268131,25.22,393.78
539,2.705410,370,250130,55.35,317.16,1.999234,501,259683,27.04,384.95,1.860432,538,268669,25.22,393.78
540,2.237448,444,250574,55.35,317.86,1.970917,507,260190,27.09,387.45,1.966380,507,269176,25.21,393.78
541,2.112696,473,251047,55.34,318.17,2.261978,441,260631,27.10,390.25,1.947720,514,269690,25.21,393.78
542,2.071378,481,251528,55.36,319.40,1.840069,544,261175,27.09,390.25,1.956996,510,270200,25.21,394.46
543,2.122530,469,251997,55.36,319.50,1.863470,536,261711,27.09,390.25,2.412865,414,270614,25.22,394.46
544,2.075366,479,252476,55.37,320.36,2.063301,483,262194,27.09,390.93,2.531852,395,271009,25.22,394.46
545,2.096875,474,252950,55.39,322.09,2.019170,496,262690,27.09,391.61,2.445485,409,271418,25.22,396.60
546,2.032307,481,253431,55.39,322.17,1.999164,500,263190,27.10,391.61,2.392709,417,271835,25.22,396.60
547,1.988142,510,253941,55.40,322.69,2.079057,480,263670,27.10,391.61,2.421317,413,272248,25.22,396.60
548,1.941319,513,254454,55.39,322.69,2.033551,492,264162,27.10,392.30,2.429674,411,272659,25.22,396.60
549,1.940645,513,254967,55.39,322.89,2.086807,479,264641,27.11,392.30,2.471302,405,273064,25.22,397.35
550,1.997059,499,255466,55.39,322.89,2.073274,481,265122,27.11,392.30,2.408416,415,273479,25.23,397.35
551,2.016034,494,255960,55.39,323.41,2.103240,476,265598,27.11,392.98,2.067923,483,273962,25.23,398.03
552,1.976910,504,256464,55.41,323.94,1.961014,509,266107,27.11,393.49,2.030167,492,274454,25.23,398.03
553,1.995380,499,256963,55.41,324.37,1.945199,514,266621,27.12,393.49,1.929295,518,274972,25.23,398.03
554,2.057831,484,257447,55.41,324.37,1.958254,510,267131,27.11,394.17,1.884270,530,275502,25.23,399.88
555,2.035273,489,257936,55.41,324.37,1.894517,527,267658,27.11,394.85,1.856562,539,276041,25.23,399.88
556,1.973131,504,258440,55.41,324.37,1.890274,529,268187,27.11,394.85,1.890214,528,276569,25.22,399.88
557,2.015999,494,258934,55.40,324.68,1.957651,510,268697,27.11,396.22,1.969239,507,277076,25.22,400.56
558,1.973579,504,259438,55.42,325.38,1.931111,518,269215,27.10,396.96,2.044047,489,277565,25.22,400.60
559,1.944177,512,259950,55.43,326.10,1.901421,525,269740,27.09,396.96,2.074094,482,278047,25.22,400.60
560,1.992258,499,260449,55.42,326.55,2.076582,481,270221,27.09,397.65,2.050543,487,278534,25.22,402.91
561,1.984386,502,260951,55.42,327.05,2.212859,452,270673,27.09,397.65,2.000180,500,279034,25.22,402.91
562,2.060608,483,261434,55.42,327.05,2.385976,419,271092,27.09,398.67,2.034068,491,279525,25.22,403.59
563,1.951608,510,261944,55.43,328.96,2.119412,471,271563,27.14,400.08,2.004779,499,280024,25.23,403.59
564,2.062294,483,262427,55.43,329.13,2.089202,478,272041,27.16,400.76,2.102135,475,280499,25.22,403.59
565,1.984857,501,262928,55.45,329.13,2.036915,490,272531,27.16,400.76,2.051653,487,280986,25.23,407.69
566,1.986249,503,263431,55.44,329.29,2.032352,492,273023,27.16,400.76,2.030395,491,281477,25.23,407.69
567,2.015691,494,263925,55.44,329.64,2.025446,494,273517,27.16,401.86,2.018121,496,281973,25.23,407.69
568,1.987551,501,264426,55.45,329.95,2.017502,495,274012,27.16,401.86,1.892464,528,282501,25.23,408.37
569,2.051318,486,264912,55.44,329.95,1.990604,502,274514,27.16,402.54,1.902244,526,283027,25.23,409.38
570,2.034765,489,265401,55.44,330.31,2.002008,499,275013,27.16,402.27,1.917664,521,283548,25.22,409.38
571,2.083721,478,265879,55.43,330.88,1.952924,512,275525,27.15,402.27,1.899921,526,284074,25.22,409.38
572,2.182733,458,266337,55.44,331.58,1.896353,527,276052,27.15,402.96,1.890996,528,284602,25.22,410.06
573,2.165387,460,266797,55.46,332.33,1.848334,540,276592,27.14,403.64,1.877785,532,285134,25.21,410.81
574,2.167635,459,267256,55.46,332.37,1.903384,525,277117,27.14,403.64,1.832959,545,285679,25.21,410.81
575,2.048960,486,267742,55.45,333.04,1.918047,521,277638,27.17,405.69,1.893539,528,286207,25.21,410.82
576,2.021048,492,268234,55.45,333.04,1.852367,539,278177,27.19,405.69,1.867051,535,286742,25.21,411.50
577,2.062764,483,268717,55.44,333.04,1.900706,526,278703,27.19,406.03,1.859811,538,287280,25.20,411.50
578,2.064655,483,269200,55.44,333.47,1.878872,532,279235,27.18,406.71,1.917953,521,287801,25.19,411.50
579,2.010198,494,269694,55.44,335.67,1.872985,533,279768,27.18,406.71,1.913224,522,288323,25.20,412.27
580,2.206119,452,270146,55.46,337.79,1.904838,525,280293,27.17,406.71,1.865542,536,288859,25.19,414.15
581,2.243026,444,270590,55.46,338.00,1.892142,528,280821,27.17,406.71,1.838693,543,289402,25.19,414.84
582,2.307198,432,271022,55.46,338.00,1.911518,523,281344,27.16,408.11,1.852827,540,289942,25.19,415.60
583,2.301772,433,271455,55.45,338.67,1.995171,500,281844,27.16,408.79,1.835194,544,290486,25.18,415.60
584,2.333831,427,271882,55.44,338.67,1.938983,516,282360,27.16,408.79,1.843418,541,291027,25.18,417.64
585,2.274004,438,272320,55.46,338.93,1.875951,532,282892,27.15,409.81,1.860375,537,291564,25.17,417.64
586,2.240799,444,272764,55.45,339.18,1.894072,528,283420,27.15,409.81,1.798825,557,292121,25.17,418.33
587,2.202367,452,273216,55.46,339.34,1.926679,518,283938,27.14,409.81,1.860260,537,292658,25.17,418.33
588,2.225424,448,273664,55.47,339.34,2.144033,466,284404,27.14,411.86,1.926689,518,293176,25.17,419.69
589,2.314735,430,274094,55.47,339.93,2.261050,442,284846,27.14,411.86,1.904916,525,293701,25.17,420.72
590,2.589232,385,274479,55.47,340.17,2.420279,413,285259,27.15,411.86,1.901135,525,294226,25.17,420.72
591,2.653258,375,274854,55.47,340.17,2.152019,465,285724,27.15,411.86,1.868666,535,294761,25.16,421.40
592,2.860890,349,275203,55.46,340.17,2.200712,454,286178,27.15,412.20,1.872681,534,295295,25.16,422.08
593,2.818878,353,275556,55.45,340.36,2.222399,449,286627,27.15,412.20,1.901298,525,295820,25.16,423.45
594,3.140766,317,275873,55.44,340.36,2.180375,459,287086,27.15,412.54,1.881901,530,296350,25.16,423.10
595,2.992793,334,276207,55.43,340.88,2.244106,445,287531,27.15,412.54,1.901754,527,296877,25.15,423.10
596,3.195868,311,276518,55.43,342.23,2.393176,417,287948,27.16,413.91,1.881173,531,297408,25.15,424.47
597,3.216254,311,276829,55.44,342.57,2.460933,407,288355,27.16,413.91,1.843258,542,297950,25.15,426.60
598,3.224929,309,277138,55.45,342.86,2.028528,492,288847,27.15,413.91,1.878322,532,298482,25.15,426.60
599,3.043583,328,277466,55.44,343.34,1.906981,524,289371,27.14,414.93,1.868030,535,299017,25.14,426.94
600,2.419968,412,277878,55.44,343.53,1.855300,539,289910,27.14,415.61,1.888855,529,299546,25.14,426.94
601,2.175935,457,278335,55.44,343.53,1.915119,521,290431,27.13,415.61,1.952244,512,300058,25.14,428.98
602,2.258614,442,278777,55.44,343.53,1.921828,520,290951,27.13,416.30,1.908309,523,300581,25.14,430.01
603,2.211151,450,279227,55.45,344.08,1.906930,523,291474,27.13,416.30,2.412712,414,300995,25.15,430.69
604,2.222882,442,279669,55.45,344.08,2.112391,474,291948,27.12,416.30,2.421423,412,301407,25.15,430.69
605,2.323290,435,280104,55.47,346.56,2.138080,468,292416,27.13,416.30,2.465723,406,301813,25.15,430.69
606,2.015462,494,280598,55.48,348.60,2.093232,476,292892,27.13,416.53,2.477442,404,302217,25.15,431.44
607,2.026779,492,281090,55.48,348.69,2.176855,460,293352,27.13,416.53,2.450116,407,302624,25.15,431.44
608,2.031178,491,281581,55.48,348.69,2.133056,468,293820,27.13,416.53,2.496178,401,303025,25.15,431.44
609,2.037023,490,282071,55.48,349.50,2.213789,452,294272,27.12,417.21,2.422265,413,303438,25.16,431.44
610,2.260670,441,282512,55.48,349.91,2.193823,455,294727,27.12,417.90,2.370836,421,303859,25.16,431.44
611,1.993547,499,283011,55.48,350.01,2.088477,479,295206,27.12,417.90,2.063418,485,304344,25.16,431.44
612,1.995992,500,283511,55.48,350.26,2.062952,484,295690,27.11,418.65,2.066656,483,304827,25.17,432.13
613,2.087610,477,283988,55.50,350.82,2.046318,488,296178,27.11,418.72,1.910781,523,305350,25.16,432.13
614,2.060242,483,284471,55.50,351.17,1.986868,503,296681,27.11,418.72,1.943170,514,305864,25.16,432.13
615,2.114834,472,284943,55.49,351.17,1.878405,532,297213,27.11,420.09,1.948718,513,306377,25.16,432.13
616,2.137966,466,285409,55.51,351.17,1.904099,524,297737,27.10,420.77,1.920146,521,306898,25.15,432.47
617,2.166035,460,285869,55.51,351.57,2.129189,470,298207,27.10,420.77,1.983794,501,307399,25.15,433.76
618,2.166366,460,286329,55.50,351.57,1.892047,528,298735,27.09,421.11,2.151548,467,307866,25.15,433.99
619,2.067366,482,286811,55.50,352.92,2.058387,485,299220,27.09,421.11,2.043574,489,308355,25.15,433.99
620,2.124603,469,287280,55.50,353.43,2.035100,491,299711,27.08,422.03,2.041367,489,308844,25.15,433.99
621,2.094000,476,287756,55.51,354.35,2.108249,474,300185,27.09,422.03,2.070691,483,309327,25.15,434.67
622,2.156595,462,288218,55.52,355.04,2.220090,450,300635,27.09,422.71,2.060179,485,309812,25.16,436.04
623,2.129854,468,288686,55.52,355.27,2.120748,471,301106,27.09,423.39,2.041837,489,310301,25.16,436.04
624,2.159255,461,289147,55.52,356.07,2.045305,489,301595,27.09,423.39,2.062015,484,310785,25.16,436.04
625,2.134258,467,289614,55.51,356.07,2.060894,485,302080,27.09,424.08,2.021575,495,311280,25.16,438.33
626,2.095936,476,290090,55.51,356.07,2.013308,496,302576,27.10,427.33,2.023336,493,311773,25.17,437.64
627,2.021037,492,290582,55.51,356.18,1.934962,516,303092,27.10,427.33,2.012071,497,312270,25.17,438.33
628,2.170476,460,291042,55.51,358.96,1.971629,507,303599,27.10,427.33,1.868095,535,312805,25.17,439.01
629,2.079635,479,291521,55.53,361.66,2.013569,497,304096,27.10,427.33,1.895372,341,313146,25.16,439.01
630,2.132477,468,291989,55.53,361.87,1.933546,516,304612,27.10,427.33,2.922975,463,313609,25.36,439.73
631,2.069328,482,292471,55.53,361.87,1.863210,385,304997,27.18,429.44,1.851158,527,314136,25.34,439.73
632,2.107742,473,292944,55.52,361.97,3.065581,418,305415,27.29,429.48,4.990308,205,314341,25.52,441.26
633,2.102143,467,293411,55.51,362.14,1.860802,380,305795,27.26,429.48,1.894563,527,314868,25.58,441.31
634,2.186152,463,293874,55.52,362.67,3.150192,410,306205,27.38,430.22,1.896016,527,315395,25.57,441.31
635,2.004497,497,294371,55.52,363.34,1.836207,544,306749,27.47,430.26,1.918707,520,315915,25.54,441.31
636,2.062509,483,294854,55.51,363.67,1.844094,542,307291,27.45,431.01,1.855328,539,316454,25.52,441.38
637,2.112931,471,295325,55.53,364.43,1.838659,543,307834,27.43,431.01,1.845872,542,316996,25.53,441.38
638,2.103915,474,295799,55.53,364.56,1.852155,540,308374,27.43,431.04,1.884650,530,317526,25.52,441.42
639,2.295729,434,296233,55.53,364.56,1.861140,537,308911,27.41,431.04,1.952548,512,318038,25.51,441.79
640,2.234604,446,296679,55.53,364.99,1.857189,538,309449,27.41,431.04,1.995042,501,318539,25.51,441.79
641,2.304321,433,297112,55.54,365.23,1.886235,529,309978,27.41,431.73,1.899788,525,319064,25.51,441.79
642,2.300225,433,297545,55.53,365.23,1.862213,537,310515,27.40,431.73,1.923401,520,319584,25.50,441.88
643,2.420690,411,297956,55.53,365.45,1.834254,545,311060,27.39,431.73,1.916921,521,320105,25.50,441.88
644,2.447768,408,298364,55.53,365.45,1.870495,534,311594,27.39,431.73,1.869064,535,320640,25.50,442.56
645,2.468726,403,298767,55.54,366.47,1.916294,521,312115,27.38,432.41,1.880232,531,321171,25.50,442.56
646,2.473720,403,299170,55.55,367.47,1.820621,548,312663,27.38,432.41,1.840444,543,321714,25.49,442.56
647,2.348695,425,299595,55.56,368.36,1.850728,541,313204,27.37,433.90,1.839491,543,322257,25.49,442.56
648,2.310974,431,300026,55.56,368.36,2.048424,487,313691,27.37,433.90,1.839888,543,322800,25.49,444.01
649,2.337187,427,300453,55.56,368.64,2.179306,459,314150,27.36,434.31,1.794305,557,323357,25.48,444.01
650,2.701110,369,300822,55.56,368.64,2.173530,460,314610,27.37,435.68,1.800648,555,323912,25.48,444.01
651,2.777941,359,301181,55.55,368.64,2.049760,487,315097,27.37,435.68,1.833953,545,324457,25.47,444.09
652,3.206719,311,301492,55.54,368.77,2.223476,450,315547,27.37,435.68,1.888821,529,324986,25.63,445.93
653,3.058873,326,301818,55.54,369.76,2.154603,463,316010,27.37,436.45,1.797163,556,325542,25.66,446.85
654,3.148451,317,302135,55.54,370.56,2.080258,481,316491,27.37,437.68,1.849487,540,326082,25.65,446.85
655,3.048821,327,302462,55.54,372.31,2.771756,360,316851,27.47,439.04,1.873654,533,326615,25.64,447.53
656,3.017414,330,302792,55.55,373.58,2.222811,450,317301,27.64,439.08,1.865020,536,327151,25.64,447.53
657,3.037593,329,303121,55.54,373.79,2.054669,486,317787,27.64,439.76,1.857720,538,327689,25.63,448.74
658,2.959062,336,303457,55.54,374.13,1.923728,520,318307,27.63,439.76,1.820423,549,328238,25.62,448.74
659,2.928201,342,303799,55.53,374.44,1.813506,551,318858,27.62,439.76,1.848490,540,328778,25.62,449.42
660,2.424504,411,304210,55.53,374.69,1.810014,552,319410,27.61,440.69,1.886268,530,329308,25.62,450.17
661,2.398788,416,304626,55.53,374.69,1.818969,549,319959,27.61,440.69,2.041723,489,329797,25.62,450.85
662,2.186876,455,305081,55.55,375.09,1.858367,538,320497,27.60,440.69,1.992274,502,330299,25.61,450.85
663,2.176017,458,305539,55.55,375.09,1.888448,529,321026,27.59,440.70,2.473150,403,330702,25.62,453.79
664,2.177526,458,305997,55.54,375.25,2.098712,476,321502,27.59,440.70,2.527174,396,331098,25.62,453.79
665,2.176844,458,306455,55.58,375.75,2.124950,470,321972,27.60,440.74,2.407019,415,331513,25.62,454.52
666,2.152247,463,306918,55.57,375.96,2.087239,479,322451,27.60,443.13,2.462823,406,331919,25.63,455.88
667,2.160880,460,307378,55.57,376.41,2.064750,484,322935,27.59,443.13,2.404241,416,332335,25.63,455.88
668,2.153719,464,307842,55.58,376.75,2.085841,479,323414,27.59,443.13,2.375884,420,332755,25.62,455.88
669,2.099351,474,308316,55.58,376.93,2.066370,483,323897,27.59,443.82,2.471049,405,333160,25.62,457.25
670,2.140709,466,308782,55.58,377.30,2.033736,492,324389,27.59,443.82,2.394049,417,333577,25.63,458.61
671,2.059023,484,309266,55.57,377.61,2.077926,481,324870,27.58,443.82,1.994181,501,334078,25.63,458.61
672,2.148068,464,309730,55.57,377.61,2.051216,487,325357,27.59,443.99,2.020105,495,334573,25.63,458.61
673,2.186488,456,310186,55.57,377.74,2.006193,498,325855,27.59,444.86,1.895875,527,335100,25.63,459.30
674,2.135146,466,310652,55.59,381.16,1.808526,552,326407,27.58,444.86,1.853287,539,335639,25.63,459.55
675,1.989638,501,311153,55.60,382.36,1.831631,545,326952,27.58,445.54,1.897553,527,336166,25.62,460.91
676,2.102386,474,311627,55.59,382.52,1.824322,548,327500,27.58,446.23,1.904948,524,336690,25.62,460.91
677,2.068482,481,312108,55.59,383.54,1.897248,527,328027,27.57,446.99,2.036348,491,337181,25.62,460.91
678,2.163517,461,312569,55.59,383.54,1.898145,526,328553,27.57,447.25,2.073530,482,337663,25.62,461.35
679,2.200763,452,313021,55.59,383.70,1.870661,534,329087,27.57,447.25,2.016141,495,338158,25.62,461.01
680,2.282662,437,313458,55.59,383.70,1.914118,522,329609,27.56,447.25,2.078935,481,338639,25.62,461.01
681,2.188050,456,313914,55.59,384.42,1.962943,509,330118,27.56,448.02,2.004467,499,339138,25.62,463.06
682,2.149323,463,314377,55.62,384.50,2.003081,499,330617,27.56,448.02,2.005218,498,339636,25.62,463.06
683,2.161572,462,314839,55.61,384.62,2.051195,487,331104,27.56,451.03,2.027154,493,340129,25.62,462.72
684,2.108460,472,315311,55.61,384.93,2.043522,489,331593,27.56,451.97,2.045505,488,340617,25.62,463.40
685,2.123663,469,315780,55.61,385.17,2.067168,483,332076,27.56,451.97,2.049613,488,341105,25.62,463.06
686,2.176428,459,316239,55.61,386.76,2.025344,494,332570,27.57,452.65,2.072245,482,341587,25.62,463.06
687,2.236204,446,316685,55.62,387.96,2.011758,497,333067,27.57,453.33,2.017088,496,342083,25.63,463.06
688,2.114705,471,317156,55.61,388.26,2.026435,493,333560,27.57,454.02,1.868235,535,342618,25.62,463.74
689,2.105469,474,317630,55.60,388.47,1.973190,506,334066,27.57,454.70,1.908442,523,343141,25.62,464.08
690,2.181709,457,318087,55.62,388.82,1.945994,514,334580,27.58,454.70,1.911761,523,343664,25.62,464.08
691,2.149340,463,318550,55.62,388.82,1.891852,528,335108,27.57,454.70,1.946571,512,344176,25.62,464.08
692,2.154678,464,319014,55.61,389.33,1.847268,540,335648,27.57,457.51,1.899245,527,344703,25.61,464.76
693,2.164947,461,319475,55.61,389.89,1.858448,538,336186,27.57,457.51,1.901887,526,345229,25.61,464.76
694,2.093215,476,319951,55.61,389.89,1.916881,522,336708,27.56,458.19,1.889625,528,345757,25.61,464.76
695,2.047426,486,320437,55.61,390.18,1.909623,523,337231,27.61,460.24,1.845200,542,346299,25.61,465.91
696,2.076954,481,320918,55.61,390.18,1.961277,509,337740,27.63,462.97,1.874473,533,346832,25.60,466.59
697,2.080919,478,321396,55.61,390.18,1.965579,509,338249,27.63,462.97,1.891412,528,347360,25.60,466.93
698,2.079030,478,321874,55.60,390.18,1.939047,515,338764,27.62,462.97,1.910822,523,347883,25.60,466.93
699,2.198820,455,322329,55.63,393.48,1.976697,506,339270,27.61,464.34,1.857274,538,348421,25.60,466.60
700,2.257698,442,322771,55.64,393.48,1.883421,530,339800,27.61,465.02,1.838845,544,348965,25.60,466.94
701,2.236535,445,323216,55.63,393.58,1.895316,527,340327,27.61,466.45,1.826953,547,349512,25.59,467.62
702,2.277393,438,323654,55.63,393.58,1.880262,531,340858,27.60,467.13,1.895194,527,350039,25.60,469.34
703,2.333363,427,324081,55.63,393.58,1.895083,528,341386,27.60,467.13,1.846966,541,350580,25.59,469.34
704,2.370042,421,324502,55.63,393.73,1.925656,519,341905,27.59,467.13,1.871089,534,351114,25.59,469.34
705,2.295541,434,324936,55.63,393.93,1.881056,531,342436,27.58,467.77,1.838325,543,351657,25.59,470.10
706,2.364323,421,325357,55.63,393.93,1.910879,523,342959,27.58,467.77,1.829944,546,352203,25.59,470.78
707,2.235157,446,325803,55.64,394.16,1.921280,520,343479,27.58,468.46,1.882342,531,352734,25.59,471.20
708,2.355372,423,326226,55.65,395.55,2.051561,487,343966,27.57,468.46,1.865780,536,353270,25.59,471.20
709,2.247619,444,326670,55.65,396.31,2.165578,461,344427,27.57,468.46,1.891627,528,353798,25.58,472.56
710,2.526411,394,327064,55.65,396.84,2.148964,465,344892,27.57,469.21,1.890536,529,354327,25.58,473.25
